,Suburb,Rooms,Type,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longtitude,ParkingArea,Price
29708,Heidelberg West,3,h,26/08/2017,8.8,3081,3,1,1,466,-37.73629,145.04017,Detached Garage,520000
29712,Highett,2,u,26/08/2017,16.0,3190,2,1,1,158,-37.95147,145.04904,Carport,680500
29716,Hoppers Crossing,4,h,26/08/2017,18.4,3029,4,2,2,603,-37.84958,144.67154,Parkade,602000
29717,Hoppers Crossing,3,h,26/08/2017,18.4,3029,3,2,2,530,-37.87199,144.7062,Carport,565000
29722,Hoppers Crossing,4,h,26/08/2017,18.4,3029,4,2,3,632,-37.86495,144.69719,Attached Garage,567000
29724,Hoppers Crossing,2,u,26/08/2017,18.4,3029,2,1,1,150,-37.87715,144.69863,Parkade,315000
29727,Huntingdale,4,h,26/08/2017,12.3,3166,4,2,2,600,-37.9089,145.11236,Carport,1190000
29729,Ivanhoe,4,h,26/08/2017,7.8,3079,4,2,2,585,-37.75722,145.044,Attached Garage,1200000
29733,Keilor,4,h,26/08/2017,14.5,3036,4,2,4,556,-37.72026,144.83143,Attached Garage,1125000
29735,Keilor,5,h,26/08/2017,14.5,3036,5,2,2,295,-37.71945,144.82418,Parkade,739000
29736,Keilor Downs,3,h,26/08/2017,15.5,3038,3,2,2,664,-37.72474,144.79545,Carport,683000
29738,Keilor Downs,4,h,26/08/2017,15.5,3038,4,2,2,726,-37.72649,144.80992,Attached Garage,700000
29740,Keilor East,4,h,26/08/2017,11.7,3033,4,2,4,5750,-37.748,144.85098,Carport,886000
29741,Keilor East,3,h,26/08/2017,11.7,3033,3,2,2,404,-37.73977,144.87734,Detached Garage,960000
29742,Keilor East,4,h,26/08/2017,11.7,3033,4,3,4,670,-37.73492,144.87231,Attached Garage,1160000
29743,Keilor Park,3,h,26/08/2017,10.4,3042,3,1,2,581,-37.72282,144.85681,Indoor,821000
29745,Kew,4,h,26/08/2017,5.4,3101,4,2,2,191,-37.80001,145.03125,Underground,1800000
29746,Kew,4,h,26/08/2017,5.4,3101,4,3,2,741,-37.81031,145.01955,Outdoor Stall,3300000
29748,Kew,3,h,26/08/2017,5.4,3101,3,2,2,431,-37.80121,145.04581,Carport,1750000
29749,Kew,5,h,26/08/2017,5.4,3101,5,2,2,668,-37.80795,145.01474,Detached Garage,3450000
29751,Kew,4,h,26/08/2017,5.4,3101,4,3,2,523,-37.80828,145.06027,Indoor,2045000
29752,Kew,3,h,26/08/2017,5.4,3101,3,2,4,650,-37.80359,145.06002,Parkade,2200000
29756,Keysborough,3,h,26/08/2017,25.2,3173,3,2,2,443,-38.00009,145.16959,Carport,930000
29757,Kilsyth,3,h,26/08/2017,26.0,3137,3,1,2,862,-37.79902,145.32092,Detached Garage,803000
29758,Kings Park,3,h,26/08/2017,14.0,3021,3,1,1,565,-37.73574,144.77898,Attached Garage,560000
29763,Kooyong,4,h,26/08/2017,5.9,3144,4,2,3,620,-37.84391,145.03376,Detached Garage,3080000
29764,Lalor,3,h,26/08/2017,16.3,3075,3,1,2,418,-37.66349,145.03391,Attached Garage,671000
29765,Lalor,3,h,26/08/2017,16.3,3075,3,1,2,535,-37.67324,145.03513,Indoor,690000
29766,Lalor,3,h,26/08/2017,16.3,3075,3,1,1,540,-37.67139,145.00269,Parkade,520000
29767,Lalor,3,h,26/08/2017,16.3,3075,3,1,2,542,-37.66374,144.99871,Carport,625000
29770,Langwarrin,4,h,26/08/2017,41.0,3910,4,2,6,869,-38.14508,145.18787,Indoor,965000
29779,Maidstone,3,h,26/08/2017,6.4,3012,3,1,1,167,-37.78817,144.87873,Carport,735000
29780,Malvern,4,h,26/08/2017,5.9,3144,4,2,3,633,-37.85612,145.03273,Detached Garage,860000
29786,Malvern East,2,u,26/08/2017,8.4,3145,2,1,1,129,-37.87798,145.06731,Attached Garage,651000
29791,Maribyrnong,3,h,26/08/2017,4.3,3032,3,1,5,2027,-37.7657,144.89109,Parkade,3400000
29792,McKinnon,4,h,26/08/2017,11.4,3204,4,2,1,567,-37.90998,145.03082,Underground,1830000
29795,McKinnon,4,t,26/08/2017,11.4,3204,4,2,2,361,-37.91406,145.04865,Detached Garage,1655000
29796,Meadow Heights,3,h,26/08/2017,17.4,3048,3,1,4,572,-37.65905,144.92347,Attached Garage,535000
29801,Melton,5,h,26/08/2017,31.7,3337,5,2,2,1670,-37.67813,144.59292,Indoor,710000
29803,Melton South,3,h,26/08/2017,29.8,3338,3,1,1,649,-37.69891,144.57645,Carport,395000
29806,Mentone,3,h,26/08/2017,20.0,3194,3,1,2,560,-37.97738,145.07168,Indoor,1002500
29810,Middle Park,3,h,26/08/2017,3.0,3206,3,1,0,199,-37.84804,144.96066,Indoor,2090000
29814,Mitcham,4,h,26/08/2017,17.2,3132,4,3,2,649,-37.81175,145.20501,Parking Pad,1185000
29816,Mitcham,3,u,26/08/2017,17.2,3132,3,2,2,309,-37.82653,145.20261,Detached Garage,907800
29817,Mitcham,3,h,26/08/2017,17.2,3132,3,2,2,672,-37.8236,145.20898,Attached Garage,1010000
29818,Monbulk,4,h,26/08/2017,34.1,3793,4,2,2,1611,-37.87931,145.41288,Indoor,720000
29822,Moonee Ponds,2,u,26/08/2017,6.2,3039,2,1,1,1475,-37.75799,144.92354,Parking Pad,435000
29824,Moonee Ponds,4,h,26/08/2017,6.2,3039,4,1,1,449,-37.77081,144.92074,Detached Garage,1305000
29827,Moorabbin,3,h,26/08/2017,14.3,3189,3,1,3,585,-37.93557,145.04919,Parkade,1072000
29828,Moorabbin,3,h,26/08/2017,14.3,3189,3,1,1,580,-37.94492,145.04938,Underground,1290000
29831,Mooroolbark,3,h,26/08/2017,26.5,3138,3,1,2,864,-37.76983,145.31687,Attached Garage,760000
29832,Mordialloc,4,h,26/08/2017,21.5,3195,4,3,2,557,-38.00341,145.08773,Indoor,1500000
29835,Mount Waverley,3,h,26/08/2017,14.2,3149,3,2,1,470,-37.88751,145.13545,Detached Garage,1028800
29839,Mount Waverley,6,h,26/08/2017,14.2,3149,6,2,2,554,-37.87591,145.13958,Underground,1840000
29843,Mount Waverley,3,t,26/08/2017,14.2,3149,3,2,2,236,-37.88678,145.12748,Attached Garage,1035000
29845,Mulgrave,3,h,26/08/2017,18.8,3170,3,2,3,709,-37.92811,145.14971,Parkade,940000
29851,Niddrie,3,h,26/08/2017,10.4,3042,3,1,1,345,-37.73901,144.89154,Carport,845000
29852,Niddrie,3,h,26/08/2017,10.4,3042,3,1,3,650,-37.74009,144.88736,Detached Garage,1305000
29858,Northcote,2,h,26/08/2017,5.3,3070,2,2,1,173,-37.76623,144.99318,Parkade,1118000
29864,Nunawading,2,u,26/08/2017,15.4,3131,2,1,1,903,-37.8064,145.18452,Indoor,710000
29865,Oak Park,2,h,26/08/2017,11.2,3046,2,1,1,716,-37.71589,144.92176,Carport,1006000
29866,Oakleigh,2,h,26/08/2017,12.3,3166,2,1,0,419,-37.89721,145.09792,Detached Garage,875000
29868,Oakleigh South,2,h,26/08/2017,15.5,3167,2,2,0,600,-37.91344,145.09347,Indoor,985000
29871,Ormond,3,h,26/08/2017,11.4,3204,3,2,3,540,-37.90216,145.05069,Detached Garage,1510000
29872,Ormond,4,h,26/08/2017,11.4,3204,4,2,2,663,-37.90617,145.02875,Attached Garage,1870000
29873,Ormond,4,h,26/08/2017,11.4,3204,4,2,1,555,-37.90367,145.05253,Indoor,1700000
29875,Parkdale,3,h,26/08/2017,21.5,3195,3,1,2,602,-37.98656,145.08237,Detached Garage,1060000
29876,Parkdale,4,h,26/08/2017,21.5,3195,4,3,3,665,-37.99508,145.07544,Attached Garage,2475000
29878,Pascoe Vale,4,h,26/08/2017,8.5,3044,4,2,4,578,-37.73058,144.9353,Parkade,1260000
29884,Point Cook,4,h,26/08/2017,14.7,3030,4,2,2,400,-37.90858,144.77771,Attached Garage,527000
29885,Port Melbourne,4,t,26/08/2017,3.5,3207,4,3,2,123,-37.83349,144.9484,Indoor,2455000
29890,Prahran,4,h,26/08/2017,4.6,3181,4,2,2,383,-37.84879,144.98882,Carport,2668000
29894,Preston,3,h,26/08/2017,8.4,3072,3,1,2,276,-37.75277,145.00734,Parkade,910000
29901,Reservoir,3,t,26/08/2017,12.0,3073,3,1,1,224,-37.71289,145.01967,Carport,640000
29902,Reservoir,4,h,26/08/2017,12.0,3073,4,2,10,1002,-37.70671,145.03086,Detached Garage,1112000
29907,Reservoir,4,h,26/08/2017,12.0,3073,4,3,2,527,-37.69968,145.03426,Outdoor Stall,852000
29908,Reservoir,3,h,26/08/2017,12.0,3073,3,1,2,585,-37.73173,145.02884,Carport,800000
29909,Reservoir,2,u,26/08/2017,12.0,3073,2,1,2,343,-37.71626,144.99866,Detached Garage,625500
29911,Richmond,4,h,26/08/2017,2.4,3121,4,1,4,418,-37.82368,145.00271,Indoor,1800000
29917,Ringwood,3,h,26/08/2017,19.9,3134,3,2,2,605,-37.8101,145.21697,Parkade,700000
29920,Ringwood East,2,h,26/08/2017,21.3,3135,2,2,2,736,-37.80401,145.25225,Attached Garage,937000
29923,Rosanna,3,h,26/08/2017,8.9,3084,3,1,2,609,-37.74351,145.07965,Attached Garage,1224000
29924,Rosanna,4,h,26/08/2017,8.9,3084,4,2,4,621,-37.73543,145.07004,Indoor,1426000
29926,Roxburgh Park,4,h,26/08/2017,20.6,3064,4,2,2,574,-37.63499,144.93409,Underground,621000
29927,Roxburgh Park,4,h,26/08/2017,20.6,3064,4,2,1,417,-37.62273,144.92567,Outdoor Stall,465000
29929,Sandringham,4,h,26/08/2017,15.2,3191,4,2,2,503,-37.95685,145.01977,Detached Garage,1490000
29932,Scoresby,3,h,26/08/2017,22.2,3179,3,1,2,724,-37.88953,145.22056,Carport,890000
29934,Seaford,3,h,26/08/2017,35.4,3198,3,1,1,576,-38.10505,145.15328,Attached Garage,512000
29938,Seddon,4,h,26/08/2017,5.1,3011,4,3,1,934,-37.80898,144.88701,Detached Garage,1502000
29954,Spotswood,3,h,26/08/2017,6.2,3015,3,1,2,478,-37.82815,144.87395,Underground,965000
29959,St Albans,4,h,26/08/2017,14.0,3021,4,2,2,447,-37.75405,144.82014,Attached Garage,537000
29968,Strathmore,3,h,26/08/2017,8.2,3041,3,1,3,824,-37.73797,144.92455,Carport,1848000
29969,Sunbury,3,h,26/08/2017,31.7,3429,3,2,3,588,-37.58176,144.73177,Detached Garage,516000
29972,Sunbury,3,h,26/08/2017,31.7,3429,3,2,2,646,-37.56005,144.70892,Parkade,480000
29973,Sunbury,4,h,26/08/2017,31.7,3429,4,2,2,1011,-37.5781,144.72383,Underground,763000
29974,Sunbury,3,h,26/08/2017,31.7,3429,3,2,2,755,-37.56533,144.71233,Outdoor Stall,605000
29975,Sunshine,3,h,26/08/2017,10.5,3020,3,1,1,554,-37.78514,144.84561,Carport,717500
29980,Sunshine West,4,h,26/08/2017,10.5,3020,4,1,2,534,-37.79161,144.80461,Carport,682000
29981,Sunshine West,3,h,26/08/2017,10.5,3020,3,1,1,616,-37.79798,144.81529,Detached Garage,640000
29982,Surrey Hills,4,h,26/08/2017,10.2,3127,4,3,2,1005,-37.82421,145.10352,Attached Garage,2720000
29983,Surrey Hills,3,h,26/08/2017,10.2,3127,3,1,2,438,-37.83015,145.09035,Indoor,1715000
29986,Surrey Hills,4,h,26/08/2017,10.2,3127,4,2,3,832,-37.83564,145.10919,Detached Garage,3100000
29989,Tarneit,3,h,26/08/2017,18.4,3029,3,1,1,466,-37.86744,144.65609,Detached Garage,350000
29995,Templestowe,4,h,26/08/2017,15.5,3106,4,2,2,689,-37.76673,145.16555,Carport,1753000
29997,Templestowe Lower,4,h,26/08/2017,12.4,3107,4,2,2,741,-37.75843,145.10888,Attached Garage,1745000
29998,Templestowe Lower,3,h,26/08/2017,12.4,3107,3,1,1,723,-37.76684,145.11309,Indoor,1190000
29999,Templestowe Lower,5,h,26/08/2017,12.4,3107,5,3,2,717,-37.7663,145.1132,Carport,1400000
30000,Templestowe Lower,4,h,26/08/2017,12.4,3107,4,2,2,948,-37.76078,145.10696,Detached Garage,1288000
30004,Thornbury,3,h,26/08/2017,7.0,3071,3,1,1,312,-37.7587,144.99966,Carport,1450000
30008,Thornbury,3,h,26/08/2017,7.0,3071,3,1,2,470,-37.75937,145.01534,Carport,1271000
30019,Tullamarine,3,h,26/08/2017,12.9,3043,3,1,1,607,-37.69423,144.88002,Indoor,540000
30021,Vermont,4,h,26/08/2017,17.2,3133,4,2,2,791,-37.84467,145.19276,Underground,1263500
30025,Vermont South,4,h,26/08/2017,17.2,3133,4,2,2,986,-37.84679,145.20051,Detached Garage,1250000
30026,Viewbank,5,h,26/08/2017,8.9,3084,5,3,3,696,-37.73501,145.08341,Attached Garage,1316000
30028,Wantirna,4,h,26/08/2017,14.7,3152,4,2,2,704,-37.85639,145.23536,Parkade,951000
30030,Wantirna South,4,h,26/08/2017,14.7,3152,4,2,2,551,-37.87608,145.2239,Carport,1323000
30031,Wantirna South,3,h,26/08/2017,14.7,3152,3,2,2,674,-37.8836,145.22805,Detached Garage,970000
30032,Wantirna South,4,h,26/08/2017,14.7,3152,4,2,2,717,-37.86887,145.22116,Attached Garage,1330000
30034,Watsonia,2,h,26/08/2017,14.5,3087,2,1,1,210,-37.70657,145.07878,Parkade,650000
30039,Werribee,4,h,26/08/2017,14.7,3030,4,2,1,662,-37.89327,144.64789,Parkade,635000
30042,Westmeadows,3,h,26/08/2017,16.5,3049,3,2,2,256,-37.67917,144.8939,Carport,582000
30044,Wheelers Hill,4,h,26/08/2017,16.7,3150,4,2,2,652,-37.90562,145.16761,Attached Garage,1245000
30045,Williamstown,3,h,26/08/2017,6.8,3016,3,2,2,333,-37.85927,144.87904,Indoor,1031000
30046,Williamstown,3,h,26/08/2017,6.8,3016,3,2,4,436,-37.85274,144.88738,Parkade,1170000
30048,Williamstown,4,h,26/08/2017,6.8,3016,4,1,5,866,-37.85908,144.89299,Detached Garage,2500000
30052,Yarraville,4,h,26/08/2017,6.3,3013,4,1,1,362,-37.81188,144.88449,Carport,1285000
30055,Ardeer,3,h,27/01/2018,12.8,3022,3,1,2,697,-37.77459,144.7983,Carport,620000
30057,Epping,4,h,27/01/2018,19.6,3076,4,2,2,617,-37.62702,145.02508,Attached Garage,775000
30058,Ferntree Gully,3,h,27/01/2018,24.8,3156,3,1,2,1309,-37.88221,145.27804,Indoor,900000
30059,Frankston,3,h,27/01/2018,38.0,3199,3,1,1,616,-38.14541,145.14711,Parkade,625000
30062,Surrey Hills,3,h,27/01/2018,10.2,3127,3,2,2,307,-37.82159,145.09521,Carport,1550000
30064,Wheelers Hill,4,h,27/01/2018,16.7,3150,4,2,2,697,-37.89194,145.18994,Attached Garage,1077000
30066,Abbotsford,2,u,27/05/2017,3.0,3067,2,1,1,0,-37.80206,145.00015,Carport,505000
30067,Abbotsford,3,h,27/05/2017,3.0,3067,3,1,1,270,-37.8023,144.99615,Detached Garage,1402500
30068,Aberfeldie,5,h,27/05/2017,7.5,3040,5,3,2,557,-37.76181,144.89327,Attached Garage,2905000
30069,Airport West,2,h,27/05/2017,10.4,3042,2,1,3,374,-37.71811,144.87693,Indoor,650000
30070,Airport West,3,t,27/05/2017,10.4,3042,3,2,1,300,-37.71917,144.87819,Parkade,856000
30071,Albert Park,3,h,27/05/2017,3.0,3206,3,1,1,149,-37.84587,144.94828,Carport,1505000
30072,Albert Park,3,h,27/05/2017,3.0,3206,3,1,1,186,-37.84431,144.95532,Detached Garage,1900000
30074,Albion,3,u,27/05/2017,10.5,3020,3,2,2,247,-37.77976,144.81559,Indoor,600000
30075,Altona,2,h,27/05/2017,11.0,3018,2,1,1,743,-37.8732,144.81331,Carport,1030000
30076,Altona,3,h,27/05/2017,11.0,3018,3,1,4,575,-37.86715,144.80612,Detached Garage,1005000
30078,Armadale,2,u,27/05/2017,6.3,3143,2,1,0,1097,-37.85549,145.0163,Indoor,410000
30080,Armadale,2,u,27/05/2017,6.3,3143,2,1,1,903,-37.85963,145.02077,Underground,590000
30081,Armadale,3,h,27/05/2017,6.3,3143,3,2,2,348,-37.85862,145.01676,Outdoor Stall,1850000
30083,Ascot Vale,3,h,27/05/2017,4.3,3032,3,2,1,257,-37.77727,144.92655,Carport,1530000
30084,Ascot Vale,3,h,27/05/2017,4.3,3032,3,1,0,217,-37.77391,144.92151,Detached Garage,865000
30085,Ascot Vale,3,h,27/05/2017,4.3,3032,3,2,2,566,-37.7801,144.90976,Attached Garage,1370000
30086,Ascot Vale,3,h,27/05/2017,4.3,3032,3,2,2,254,-37.77549,144.90865,Indoor,1082000
30087,Ashburton,4,h,27/05/2017,10.2,3147,4,1,1,676,-37.86223,145.08696,Parkade,1972500
30089,Ashburton,3,h,27/05/2017,10.2,3147,3,2,2,721,-37.86123,145.08845,Outdoor Stall,1775000
30093,Aspendale,4,h,27/05/2017,21.5,3195,4,2,2,599,-38.01468,145.09789,Attached Garage,1150000
30095,Avondale Heights,4,h,27/05/2017,9.5,3034,4,2,2,573,-37.76272,144.85569,Parkade,835000
30096,Balwyn,2,u,27/05/2017,7.9,3103,2,1,1,0,-37.81172,145.08175,Underground,460000
30097,Balwyn,2,u,27/05/2017,7.9,3103,2,1,1,136,-37.80626,145.08776,Carport,725000
30098,Balwyn,2,u,27/05/2017,7.9,3103,2,1,1,1129,-37.81623,145.0841,Detached Garage,602000
30099,Balwyn,2,u,27/05/2017,7.9,3103,2,2,1,0,-37.81192,145.07506,Attached Garage,830000
30100,Balwyn North,3,h,27/05/2017,9.7,3104,3,2,2,975,-37.79673,145.06853,Indoor,1300000
30101,Balwyn North,3,t,27/05/2017,9.7,3104,3,2,1,260,-37.79294,145.08583,Parkade,1330000
30102,Balwyn North,4,h,27/05/2017,9.7,3104,4,3,2,526,-37.80365,145.09048,Carport,2050000
30103,Balwyn North,5,h,27/05/2017,9.7,3104,5,2,1,629,-37.79238,145.07841,Detached Garage,1940000
30104,Balwyn North,3,h,27/05/2017,9.7,3104,3,1,1,697,-37.78483,145.07477,Attached Garage,1590000
30105,Balwyn North,2,u,27/05/2017,9.7,3104,2,1,1,134,-37.79541,145.0657,Indoor,725000
30107,Balwyn North,2,h,27/05/2017,9.7,3104,2,1,2,773,-37.79589,145.07832,Underground,2367000
30110,Bayswater,4,h,27/05/2017,23.2,3153,4,2,4,765,-37.854,145.2565,Detached Garage,705000
30112,Beaumaris,4,h,27/05/2017,17.3,3193,4,3,2,704,-37.99035,145.03839,Indoor,2200000
30114,Bellfield,2,h,27/05/2017,8.8,3081,2,1,1,271,-37.75329,145.04059,Carport,736500
30115,Bellfield,3,h,27/05/2017,8.8,3081,3,1,2,680,-37.75255,145.03972,Detached Garage,780000
30116,Bentleigh,2,u,27/05/2017,11.4,3204,2,1,1,0,-37.9336,145.04509,Attached Garage,420000
30117,Bentleigh,4,h,27/05/2017,11.4,3204,4,2,2,603,-37.91655,145.02448,Indoor,1479000
30118,Bentleigh,3,h,27/05/2017,11.4,3204,3,1,2,383,-37.91916,145.04986,Parkade,1199000
30120,Bentleigh,4,h,27/05/2017,11.4,3204,4,3,2,557,-37.91389,145.02804,Detached Garage,1350000
30124,Bentleigh East,3,h,27/05/2017,13.8,3165,3,2,1,260,-37.92188,145.07266,Attached Garage,890000
30125,Bentleigh East,4,h,27/05/2017,13.8,3165,4,2,5,612,-37.9143,145.06582,Indoor,1655000
30127,Bentleigh East,3,h,27/05/2017,13.8,3165,3,2,2,614,-37.91068,145.06802,Underground,1430000
30130,Bentleigh East,3,t,27/05/2017,13.8,3165,3,2,2,225,-37.91425,145.08376,Detached Garage,955000
30131,Berwick,4,h,27/05/2017,35.2,3806,4,2,2,792,-38.03296,145.33439,Attached Garage,667000
30133,Berwick,4,h,27/05/2017,35.2,3806,4,2,2,796,-38.06022,145.35044,Carport,740000
30134,Black Rock,3,u,27/05/2017,17.3,3193,3,2,2,328,-37.97359,145.0214,Detached Garage,1080000
30135,Black Rock,2,u,27/05/2017,17.3,3193,2,1,1,159,-37.97363,145.02302,Attached Garage,623500
30137,Blackburn South,4,h,27/05/2017,13.4,3130,4,1,2,769,-37.83998,145.15198,Parkade,1258000
30139,Briar Hill,3,h,27/05/2017,16.1,3088,3,1,2,392,-37.70433,145.12184,Detached Garage,590000
30143,Brighton,3,t,27/05/2017,10.5,3186,3,2,4,0,-37.89168,144.99162,Detached Garage,1600000
30145,Brighton,3,h,27/05/2017,10.5,3186,3,2,1,343,-37.88623,144.99858,Indoor,1211000
30147,Brighton,4,h,27/05/2017,10.5,3186,4,3,3,803,-37.9146,145.00535,Underground,3225000
30150,Brighton,4,h,27/05/2017,10.5,3186,4,3,2,373,-37.92465,144.9992,Carport,2385000
30151,Brighton,3,u,27/05/2017,10.5,3186,3,1,2,0,-37.90899,145.00046,Detached Garage,1370000
30152,Brighton East,3,h,27/05/2017,10.3,3187,3,4,2,424,-37.92988,145.01085,Attached Garage,1750800
30154,Brighton East,4,h,27/05/2017,10.3,3187,4,3,2,592,-37.92173,145.01436,Parkade,2300000
30156,Brighton East,4,h,27/05/2017,10.3,3187,4,1,2,606,-37.91684,145.01727,Outdoor Stall,1605000
30157,Brighton East,2,h,27/05/2017,10.3,3187,2,1,1,542,-37.91704,145.01846,Parking Pad,1035000
30158,Broadmeadows,3,h,27/05/2017,14.0,3047,3,1,1,546,-37.67411,144.94677,Carport,505000
30161,Brooklyn,3,t,27/05/2017,6.4,3012,3,2,2,244,-37.82017,144.84904,Indoor,663000
30162,Brunswick,2,h,27/05/2017,5.2,3056,2,1,1,245,-37.77111,144.96427,Parkade,860000
30163,Brunswick,3,h,27/05/2017,5.2,3056,3,1,1,349,-37.7744,144.96753,Underground,1505000
30164,Brunswick,3,h,27/05/2017,5.2,3056,3,2,0,200,-37.77494,144.9697,Carport,1700000
30165,Brunswick,3,h,27/05/2017,5.2,3056,3,1,1,439,-37.77047,144.97005,Detached Garage,1280000
30166,Brunswick,2,u,27/05/2017,5.2,3056,2,1,0,0,-37.76162,144.9608,Attached Garage,755000
30167,Brunswick,5,h,27/05/2017,5.2,3056,5,3,4,957,-37.77501,144.95117,Indoor,2545000
30168,Brunswick,3,h,27/05/2017,5.2,3056,3,2,2,401,-37.76491,144.95253,Parkade,1405000
30169,Brunswick,2,u,27/05/2017,5.2,3056,2,1,1,69,-37.75867,144.95679,Carport,460000
30170,Brunswick East,4,h,27/05/2017,4.0,3057,4,2,2,425,-37.76262,144.97733,Detached Garage,1210000
30171,Brunswick East,3,h,27/05/2017,4.0,3057,3,1,0,161,-37.77742,144.97388,Attached Garage,1265000
30172,Brunswick West,3,h,27/05/2017,5.2,3055,3,1,3,484,-37.75416,144.94491,Indoor,1300000
30173,Brunswick West,2,u,27/05/2017,5.2,3055,2,1,1,54,-37.75948,144.94758,Parkade,460000
30174,Brunswick West,1,u,27/05/2017,5.2,3055,1,1,1,41,-37.75953,144.94094,Underground,263100
30175,Brunswick West,5,h,27/05/2017,5.2,3055,5,1,1,441,-37.77242,144.94458,Outdoor Stall,1075000
30176,Bulleen,4,t,27/05/2017,10.8,3105,4,2,2,189,-37.76048,145.08476,Carport,950000
30178,Bulleen,1,h,27/05/2017,10.8,3105,1,1,1,604,-37.75981,145.08599,Attached Garage,1310000
30179,Bundoora,3,h,27/05/2017,12.1,3083,3,1,2,412,-37.6993,145.06193,Indoor,714000
30181,Bundoora,4,h,27/05/2017,12.1,3083,4,2,2,520,-37.68155,145.04945,Carport,880000
30184,Bundoora,3,h,27/05/2017,12.1,3083,3,2,2,639,-37.69353,145.06008,Indoor,1405000
30187,Burnley,3,h,27/05/2017,2.4,3121,3,2,1,93,-37.82921,145.00826,Detached Garage,1837500
30188,Burnside Heights,3,h,27/05/2017,14.8,3023,4,2,2,480,-37.73321,144.75752,Attached Garage,593000
30190,Burwood,3,h,27/05/2017,10.4,3125,3,1,0,646,-37.85049,145.11687,Detached Garage,1732000
30193,Burwood,3,h,27/05/2017,10.4,3125,3,1,1,583,-37.85475,145.12321,Parkade,1253500
30194,Burwood,7,h,27/05/2017,10.4,3125,7,4,2,765,-37.85103,145.11232,Underground,1642000
30196,Burwood,2,t,27/05/2017,10.4,3125,2,1,1,148,-37.84743,145.09657,Carport,700000
30197,Burwood East,3,t,27/05/2017,14.7,3151,3,2,2,306,-37.85473,145.1521,Detached Garage,780000
30198,Cairnlea,4,h,27/05/2017,14.8,3023,4,2,2,595,-37.76203,144.77764,Attached Garage,720000
30203,Camberwell,3,h,27/05/2017,7.7,3124,3,2,2,446,-37.84473,145.09218,Indoor,1622000
30205,Camberwell,3,h,27/05/2017,7.7,3124,3,2,2,321,-37.84627,145.08366,Carport,1290000
30206,Canterbury,3,h,27/05/2017,8.4,3126,3,2,1,359,-37.8279,145.07403,Detached Garage,1930000
30207,Canterbury,4,h,27/05/2017,8.4,3126,4,2,2,654,-37.83208,145.07533,Attached Garage,2408000
30208,Canterbury,4,h,27/05/2017,8.4,3126,4,3,2,967,-37.81792,145.06244,Indoor,4750000
30209,Canterbury,2,u,27/05/2017,8.4,3126,2,1,1,2207,-37.83201,145.08163,Carport,645000
30210,Carlton,2,u,27/05/2017,1.6,3053,2,2,2,0,-37.80279,144.96442,Detached Garage,1100000
30212,Carlton North,3,h,27/05/2017,3.5,3054,3,1,0,216,-37.78026,144.97554,Indoor,1628000
30214,Carnegie,3,u,27/05/2017,10.1,3163,3,2,2,0,-37.89622,145.06032,Underground,1042000
30215,Carnegie,3,h,27/05/2017,10.1,3163,3,2,2,621,-37.90262,145.05709,Outdoor Stall,1450000
30219,Carrum Downs,4,h,27/05/2017,34.9,3201,4,2,2,550,-38.08981,145.17353,Attached Garage,525000
30220,Caulfield,2,u,27/05/2017,8.7,3162,2,1,1,601,-37.88524,145.02398,Indoor,570000
30222,Caulfield East,2,u,27/05/2017,8.4,3145,2,1,1,1961,-37.88299,145.04711,Underground,300000
30223,Caulfield North,2,h,27/05/2017,7.8,3161,2,1,2,307,-37.86906,145.01986,Outdoor Stall,1417500
30224,Caulfield South,4,h,27/05/2017,8.7,3162,4,1,2,584,-37.89694,145.02176,Parking Pad,1550000
30225,Chadstone,2,h,27/05/2017,11.7,3148,2,1,2,897,-37.88321,145.09594,Carport,510000
30233,Cheltenham,3,h,27/05/2017,17.9,3192,3,1,2,532,-37.95746,145.06706,Attached Garage,1010000
30234,Cheltenham,2,u,27/05/2017,17.9,3192,2,1,1,1078,-37.95745,145.07219,Indoor,601000
30237,Cheltenham,3,h,27/05/2017,17.9,3192,3,1,2,584,-37.96911,145.07271,Detached Garage,1145000
30238,Cheltenham,3,h,27/05/2017,17.9,3192,3,1,2,350,-37.95342,145.06026,Attached Garage,755000
30239,Chirnside Park,4,h,27/05/2017,27.1,3116,4,2,3,734,-37.76032,145.30299,Indoor,911982
30241,Clayton,4,h,27/05/2017,16.7,3168,4,2,2,735,-37.92374,145.13222,Underground,1040000
30243,Clayton South,3,u,27/05/2017,17.5,3169,3,2,2,363,-37.93296,145.12664,Carport,700000
30245,Clifton Hill,3,h,27/05/2017,3.6,3068,3,1,0,192,-37.78992,144.99845,Attached Garage,1460000
30246,Clifton Hill,2,u,27/05/2017,3.6,3068,2,1,0,0,-37.78745,145.00061,Indoor,556000
30248,Coburg,5,h,27/05/2017,6.7,3058,5,2,3,630,-37.7532,144.97114,Carport,1615000
30250,Coburg,3,h,27/05/2017,6.7,3058,3,2,1,512,-37.75236,144.97587,Attached Garage,1090000
30251,Coburg North,3,h,27/05/2017,6.7,3058,3,2,2,677,-37.72361,144.9837,Indoor,865000
30253,Coburg North,2,t,27/05/2017,6.7,3058,2,2,1,143,-37.72037,144.97023,Carport,525000
30255,Collingwood,2,h,27/05/2017,2.0,3066,2,1,0,144,-37.80298,144.98894,Attached Garage,1135000
