,Suburb,Rooms,Type,Price,Date,Postcode,Regionname,Propertycount,Distance
58776,Mernda,4,h,451250,28/08/2016,3754,Northern Metropolitan,5812,25.9
58777,Mernda,3,h,443000,28/08/2016,3754,Northern Metropolitan,5812,25.9
58778,Middle Park,3,h,1910000,28/08/2016,3206,Southern Metropolitan,2019,3.0
58779,Mill Park,3,h,556000,28/08/2016,3082,Northern Metropolitan,10529,17.9
58780,Mill Park,3,h,590000,28/08/2016,3082,Northern Metropolitan,10529,17.9
58781,Mitcham,2,t,708000,28/08/2016,3132,Eastern Metropolitan,6871,17.2
58783,Mitcham,4,h,1250000,28/08/2016,3132,Eastern Metropolitan,6871,17.2
58784,Mitcham,3,h,918000,28/08/2016,3132,Eastern Metropolitan,6871,17.2
58785,Mitcham,4,h,1000000,28/08/2016,3132,Eastern Metropolitan,6871,17.2
58787,Montmorency,3,h,715000,28/08/2016,3094,Eastern Metropolitan,3891,16.2
58788,Montmorency,3,t,780000,28/08/2016,3094,Eastern Metropolitan,3891,16.2
58789,Moonee Ponds,3,h,930000,28/08/2016,3039,Western Metropolitan,6232,6.2
58790,Moonee Ponds,3,h,800000,28/08/2016,3039,Western Metropolitan,6232,6.2
58791,Moonee Ponds,3,h,1111000,28/08/2016,3039,Western Metropolitan,6232,6.2
58792,Moonee Ponds,2,h,900000,28/08/2016,3039,Western Metropolitan,6232,6.2
58793,Moonee Ponds,2,h,822500,28/08/2016,3039,Western Metropolitan,6232,6.2
58794,Moonee Ponds,4,h,1400000,28/08/2016,3039,Western Metropolitan,6232,6.2
58795,Moonee Ponds,1,u,336000,28/08/2016,3039,Western Metropolitan,6232,6.2
58796,Moorabbin,3,t,800000,28/08/2016,3189,Southern Metropolitan,2555,14.3
58798,Mordialloc,3,t,740000,28/08/2016,3195,South-Eastern Metropolitan,3650,21.5
58800,Mount Waverley,4,h,1180000,28/08/2016,3149,Eastern Metropolitan,13366,14.2
58801,Mount Waverley,4,h,1226000,28/08/2016,3149,Eastern Metropolitan,13366,14.2
58802,Mount Waverley,4,h,1368000,28/08/2016,3149,Eastern Metropolitan,13366,14.2
58803,Mount Waverley,4,h,1140000,28/08/2016,3149,Eastern Metropolitan,13366,14.2
58804,Mount Waverley,4,h,1777000,28/08/2016,3149,Eastern Metropolitan,13366,14.2
58807,Mulgrave,3,h,617000,28/08/2016,3170,South-Eastern Metropolitan,7113,18.8
58808,Mulgrave,3,t,680000,28/08/2016,3170,South-Eastern Metropolitan,7113,18.8
58809,Mulgrave,3,u,595000,28/08/2016,3170,South-Eastern Metropolitan,7113,18.8
58810,Mulgrave,4,h,746000,28/08/2016,3170,South-Eastern Metropolitan,7113,18.8
58811,Murrumbeena,2,u,435000,28/08/2016,3163,Southern Metropolitan,4442,10.1
58812,Murrumbeena,4,h,1641000,28/08/2016,3163,Southern Metropolitan,4442,10.1
58815,Narre Warren,3,h,480000,28/08/2016,3805,South-Eastern Metropolitan,9376,34.1
58816,Narre Warren,3,h,765000,28/08/2016,3805,South-Eastern Metropolitan,9376,34.1
58817,Newport,1,h,643700,28/08/2016,3015,Western Metropolitan,5498,6.2
58818,Newport,2,h,760000,28/08/2016,3015,Western Metropolitan,5498,6.2
58820,Noble Park,3,h,675000,28/08/2016,3174,South-Eastern Metropolitan,11806,22.7
58821,Noble Park,3,h,615000,28/08/2016,3174,South-Eastern Metropolitan,11806,22.7
58822,Noble Park,3,h,522000,28/08/2016,3174,South-Eastern Metropolitan,11806,22.7
58823,North Melbourne,2,h,885000,28/08/2016,3051,Northern Metropolitan,6821,1.8
58826,North Melbourne,2,u,587134,28/08/2016,3051,Northern Metropolitan,6821,1.8
58827,Northcote,3,h,1080000,28/08/2016,3070,Northern Metropolitan,11364,5.3
58831,Northcote,2,u,570000,28/08/2016,3070,Northern Metropolitan,11364,5.3
58832,Northcote,3,h,1450000,28/08/2016,3070,Northern Metropolitan,11364,5.3
58834,Northcote,3,h,1400000,28/08/2016,3070,Northern Metropolitan,11364,5.3
58835,Northcote,2,h,1340000,28/08/2016,3070,Northern Metropolitan,11364,5.3
58836,Northcote,1,u,340000,28/08/2016,3070,Northern Metropolitan,11364,5.3
58837,Northcote,4,h,1300000,28/08/2016,3070,Northern Metropolitan,11364,5.3
58838,Northcote,4,h,2340000,28/08/2016,3070,Northern Metropolitan,11364,5.3
58839,Northcote,2,h,1634000,28/08/2016,3070,Northern Metropolitan,11364,5.3
58841,Oak Park,4,h,855333,28/08/2016,3046,Northern Metropolitan,2651,11.2
58842,Oak Park,2,t,572000,28/08/2016,3046,Northern Metropolitan,2651,11.2
58843,Oakleigh East,3,h,980000,28/08/2016,3166,Southern Metropolitan,2547,12.3
58844,Oakleigh South,3,h,900000,28/08/2016,3167,South-Eastern Metropolitan,3692,15.5
58845,Oakleigh South,4,h,1410000,28/08/2016,3167,South-Eastern Metropolitan,3692,15.5
58846,Oakleigh South,4,h,1126000,28/08/2016,3167,South-Eastern Metropolitan,3692,15.5
58847,Ormond,4,h,2050000,28/08/2016,3204,Southern Metropolitan,3578,11.4
58848,Ormond,2,u,405000,28/08/2016,3204,Southern Metropolitan,3578,11.4
58850,Pakenham,4,h,364000,28/08/2016,3810,Eastern Victoria,17384,47.3
58851,Parkdale,4,h,1150000,28/08/2016,3195,South-Eastern Metropolitan,5087,21.5
58852,Parkdale,4,h,1360000,28/08/2016,3195,South-Eastern Metropolitan,5087,21.5
58853,Parkville,3,h,965000,28/08/2016,3052,Northern Metropolitan,2309,1.8
58854,Parkville,3,u,1040000,28/08/2016,3052,Northern Metropolitan,2309,1.8
58855,Pascoe Vale,1,u,248500,28/08/2016,3044,Northern Metropolitan,7485,8.5
58856,Pascoe Vale,3,h,960000,28/08/2016,3044,Northern Metropolitan,7485,8.5
58857,Pascoe Vale,2,h,1085000,28/08/2016,3044,Northern Metropolitan,7485,8.5
58859,Pascoe Vale,3,h,650000,28/08/2016,3044,Northern Metropolitan,7485,8.5
58860,Port Melbourne,4,h,1970000,28/08/2016,3207,Southern Metropolitan,8648,3.5
58861,Prahran,2,h,1021000,28/08/2016,3181,Southern Metropolitan,7717,4.6
58863,Prahran,3,h,1220000,28/08/2016,3181,Southern Metropolitan,7717,4.6
58864,Prahran,1,u,240000,28/08/2016,3181,Southern Metropolitan,7717,4.6
58865,Preston,2,u,610000,28/08/2016,3072,Northern Metropolitan,14577,8.4
58866,Preston,3,h,1162500,28/08/2016,3072,Northern Metropolitan,14577,8.4
58868,Preston,3,h,775000,28/08/2016,3072,Northern Metropolitan,14577,8.4
58869,Preston,4,h,1142500,28/08/2016,3072,Northern Metropolitan,14577,8.4
58871,Preston,3,h,930000,28/08/2016,3072,Northern Metropolitan,14577,8.4
58872,Preston,3,h,875000,28/08/2016,3072,Northern Metropolitan,14577,8.4
58873,Preston,3,h,852000,28/08/2016,3072,Northern Metropolitan,14577,8.4
58881,Reservoir,3,h,810000,28/08/2016,3073,Northern Metropolitan,21650,12.0
58883,Reservoir,5,h,815000,28/08/2016,3073,Northern Metropolitan,21650,12.0
58884,Reservoir,2,h,610000,28/08/2016,3073,Northern Metropolitan,21650,12.0
58885,Reservoir,2,u,430000,28/08/2016,3073,Northern Metropolitan,21650,12.0
58886,Reservoir,2,h,730000,28/08/2016,3073,Northern Metropolitan,21650,12.0
58887,Reservoir,4,h,680000,28/08/2016,3073,Northern Metropolitan,21650,12.0
58888,Richmond,3,h,1165000,28/08/2016,3121,Northern Metropolitan,14949,2.4
58890,Richmond,2,u,790000,28/08/2016,3121,Northern Metropolitan,14949,2.4
58891,Richmond,2,h,870000,28/08/2016,3121,Northern Metropolitan,14949,2.4
58893,Ringwood,3,h,920000,28/08/2016,3134,Eastern Metropolitan,7785,19.9
58894,Ringwood,3,h,982000,28/08/2016,3134,Eastern Metropolitan,7785,19.9
58895,Ringwood,3,h,720000,28/08/2016,3134,Eastern Metropolitan,7785,19.9
58896,Ringwood,3,h,909000,28/08/2016,3134,Eastern Metropolitan,7785,19.9
58897,Ringwood East,4,h,880000,28/08/2016,3135,Eastern Metropolitan,4407,21.3
58899,Ringwood North,3,h,865000,28/08/2016,3134,Eastern Metropolitan,3619,19.9
58900,Rosanna,3,h,852000,28/08/2016,3084,Eastern Metropolitan,3540,8.9
58901,Rosanna,2,u,452000,28/08/2016,3084,Eastern Metropolitan,3540,8.9
58902,Rosanna,3,t,900000,28/08/2016,3084,Eastern Metropolitan,3540,8.9
58903,Rosanna,2,h,810000,28/08/2016,3084,Eastern Metropolitan,3540,8.9
58904,Roxburgh Park,4,h,439000,28/08/2016,3064,Northern Metropolitan,5833,20.6
58908,Sandringham,3,h,1820000,28/08/2016,3191,Southern Metropolitan,4497,15.2
58909,Seddon,3,h,1310000,28/08/2016,3011,Western Metropolitan,2417,5.1
58910,South Kingsville,2,u,380000,28/08/2016,3015,Western Metropolitan,984,6.2
58911,South Kingsville,2,t,611000,28/08/2016,3015,Western Metropolitan,984,6.2
58912,South Morang,4,h,512000,28/08/2016,3752,Northern Metropolitan,7969,20.5
58913,South Morang,2,u,342500,28/08/2016,3752,Northern Metropolitan,7969,20.5
58916,South Yarra,1,u,460000,28/08/2016,3141,Southern Metropolitan,14887,2.7
58917,South Yarra,2,u,826000,28/08/2016,3141,Southern Metropolitan,14887,2.7
58919,South Yarra,2,u,910000,28/08/2016,3141,Southern Metropolitan,14887,2.7
58920,South Yarra,3,t,1715000,28/08/2016,3141,Southern Metropolitan,14887,2.7
58921,South Yarra,3,h,1700000,28/08/2016,3141,Southern Metropolitan,14887,2.7
58922,Spotswood,4,h,871500,28/08/2016,3015,Western Metropolitan,1223,6.2
58923,St Albans,3,h,628000,28/08/2016,3021,Western Metropolitan,14042,14.0
58924,St Albans,5,h,620000,28/08/2016,3021,Western Metropolitan,14042,14.0
58927,St Albans,3,h,640000,28/08/2016,3021,Western Metropolitan,14042,14.0
58928,St Albans,3,h,448000,28/08/2016,3021,Western Metropolitan,14042,14.0
58930,St Albans,5,h,512000,28/08/2016,3021,Western Metropolitan,14042,14.0
58931,St Albans,3,h,621500,28/08/2016,3021,Western Metropolitan,14042,14.0
58934,St Kilda,3,h,1225000,28/08/2016,3182,Southern Metropolitan,13240,5.0
58935,St Kilda,1,u,400000,28/08/2016,3182,Southern Metropolitan,13240,5.0
58936,St Kilda,1,u,435000,28/08/2016,3182,Southern Metropolitan,13240,5.0
58937,Strathmore,4,h,1500000,28/08/2016,3041,Western Metropolitan,3284,8.2
58938,Strathmore,3,t,600000,28/08/2016,3041,Western Metropolitan,3284,8.2
58939,Sunbury,4,h,426500,28/08/2016,3429,Western Metropolitan,14092,31.7
58940,Sunshine,3,h,711000,28/08/2016,3020,Western Metropolitan,3755,10.5
58941,Sunshine North,3,h,600000,28/08/2016,3020,Western Metropolitan,4217,10.5
58942,Sunshine North,3,h,650000,28/08/2016,3020,Western Metropolitan,4217,10.5
58943,Sunshine North,3,u,530000,28/08/2016,3020,Western Metropolitan,4217,10.5
58944,Sunshine North,3,h,871000,28/08/2016,3020,Western Metropolitan,4217,10.5
58945,Sunshine West,5,h,715000,28/08/2016,3020,Western Metropolitan,6763,10.5
58946,Sunshine West,2,u,230000,28/08/2016,3020,Western Metropolitan,6763,10.5
58947,Sunshine West,3,h,545000,28/08/2016,3020,Western Metropolitan,6763,10.5
58948,Sunshine West,2,u,462000,28/08/2016,3020,Western Metropolitan,6763,10.5
58949,Sunshine West,3,u,370000,28/08/2016,3020,Western Metropolitan,6763,10.5
58950,Sunshine West,3,h,750500,28/08/2016,3020,Western Metropolitan,6763,10.5
58952,Surrey Hills,4,h,1751000,28/08/2016,3127,Southern Metropolitan,5457,10.2
58954,Surrey Hills,2,u,694000,28/08/2016,3127,Southern Metropolitan,5457,10.2
58956,Taylors Hill,3,h,487000,28/08/2016,3037,Western Metropolitan,4242,18.0
58957,Taylors Lakes,4,h,550000,28/08/2016,3038,Western Metropolitan,5336,15.5
58958,Taylors Lakes,5,h,800000,28/08/2016,3038,Western Metropolitan,5336,15.5
58959,Taylors Lakes,4,h,740000,28/08/2016,3038,Western Metropolitan,5336,15.5
58960,Templestowe,3,u,816000,28/08/2016,3106,Eastern Metropolitan,6202,15.5
58961,Templestowe Lower,6,h,1363000,28/08/2016,3107,Eastern Metropolitan,5420,12.4
58962,Templestowe Lower,4,h,1309000,28/08/2016,3107,Eastern Metropolitan,5420,12.4
58963,Templestowe Lower,4,h,1358500,28/08/2016,3107,Eastern Metropolitan,5420,12.4
58964,The Basin,4,h,610000,28/08/2016,3154,Eastern Metropolitan,1690,27.0
58965,Thomastown,3,h,397500,28/08/2016,3074,Northern Metropolitan,7955,15.3
58966,Thomastown,2,u,285000,28/08/2016,3074,Northern Metropolitan,7955,15.3
58967,Thomastown,2,u,245000,28/08/2016,3074,Northern Metropolitan,7955,15.3
58969,Thomastown,3,h,420000,28/08/2016,3074,Northern Metropolitan,7955,15.3
58970,Thomastown,3,h,473000,28/08/2016,3074,Northern Metropolitan,7955,15.3
58973,Thornbury,3,h,1430000,28/08/2016,3071,Northern Metropolitan,8870,7.0
58974,Thornbury,3,h,1380000,28/08/2016,3071,Northern Metropolitan,8870,7.0
58975,Toorak,3,h,3270000,28/08/2016,3142,Southern Metropolitan,7217,4.1
58977,Tullamarine,2,t,386500,28/08/2016,3043,Western Metropolitan,3296,12.9
58978,Vermont,3,u,852000,28/08/2016,3133,Eastern Metropolitan,4181,17.2
58979,Vermont,3,h,820000,28/08/2016,3133,Eastern Metropolitan,4181,17.2
58980,Vermont,4,h,965000,28/08/2016,3133,Eastern Metropolitan,4181,17.2
58981,Vermont,4,t,850000,28/08/2016,3133,Eastern Metropolitan,4181,17.2
58982,Vermont South,4,h,1100000,28/08/2016,3133,Eastern Metropolitan,4280,17.2
58983,Vermont South,4,h,1120000,28/08/2016,3133,Eastern Metropolitan,4280,17.2
58984,Vermont South,4,h,1030000,28/08/2016,3133,Eastern Metropolitan,4280,17.2
58988,Warrandyte,5,h,1620000,28/08/2016,3113,Eastern Metropolitan,2003,21.1
58989,Watsonia,3,h,645000,28/08/2016,3087,Northern Metropolitan,2329,14.5
58990,Watsonia North,3,h,615000,28/08/2016,3087,Northern Metropolitan,1442,14.5
58991,West Footscray,2,u,420000,28/08/2016,3012,Western Metropolitan,5058,6.4
58992,West Footscray,3,h,820000,28/08/2016,3012,Western Metropolitan,5058,6.4
58993,Westmeadows,3,h,335000,28/08/2016,3049,Northern Metropolitan,2474,16.5
58996,Williamstown,3,h,1230000,28/08/2016,3016,Western Metropolitan,6380,6.8
58997,Windsor,2,u,555000,28/08/2016,3181,Southern Metropolitan,4380,4.6
58998,Windsor,2,u,474000,28/08/2016,3181,Southern Metropolitan,4380,4.6
59000,Windsor,2,h,1350000,28/08/2016,3181,Southern Metropolitan,4380,4.6
59001,Windsor,3,h,1910000,28/08/2016,3181,Southern Metropolitan,4380,4.6
59002,Yallambie,3,h,721000,28/08/2016,3085,Northern Metropolitan,1369,12.7
59003,Yarraville,3,h,840000,28/08/2016,3013,Western Metropolitan,6543,6.3
59004,Yarraville,3,h,900500,28/08/2016,3013,Western Metropolitan,6543,6.3
59005,Yarraville,2,h,850000,28/08/2016,3013,Western Metropolitan,6543,6.3
59006,Yarraville,3,h,940000,28/08/2016,3013,Western Metropolitan,6543,6.3
59008,Aberfeldie,2,u,910000,28/10/2017,3040,Western Metropolitan,1543,7.5
59009,Aberfeldie,1,u,312000,28/10/2017,3040,Western Metropolitan,1543,7.5
59010,Airport West,4,h,965000,28/10/2017,3042,Western Metropolitan,3464,10.4
59011,Airport West,3,u,680000,28/10/2017,3042,Western Metropolitan,3464,10.4
59012,Airport West,6,h,870000,28/10/2017,3042,Western Metropolitan,3464,10.4
59013,Airport West,3,h,845000,28/10/2017,3042,Western Metropolitan,3464,10.4
59014,Airport West,4,h,931000,28/10/2017,3042,Western Metropolitan,3464,10.4
59015,Airport West,3,h,912000,28/10/2017,3042,Western Metropolitan,3464,10.4
59016,Albert Park,3,h,2720000,28/10/2017,3206,Southern Metropolitan,3280,3.0
59020,Albert Park,4,h,2040000,28/10/2017,3206,Southern Metropolitan,3280,3.0
59021,Albert Park,3,h,1406000,28/10/2017,3206,Southern Metropolitan,3280,3.0
59022,Albion,2,h,740000,28/10/2017,3020,Western Metropolitan,2185,10.5
59023,Albion,2,h,480000,28/10/2017,3020,Western Metropolitan,2185,10.5
59025,Albion,2,t,346000,28/10/2017,3020,Western Metropolitan,2185,10.5
59027,Altona,4,h,1165000,28/10/2017,3018,Western Metropolitan,5301,11.0
59028,Altona Meadows,3,h,600000,28/10/2017,3028,Western Metropolitan,7630,15.5
59029,Altona North,4,h,920000,28/10/2017,3025,Western Metropolitan,5132,9.4
59030,Altona North,3,h,950000,28/10/2017,3025,Western Metropolitan,5132,9.4
59032,Ardeer,3,h,480000,28/10/2017,3022,Western Metropolitan,1281,12.8
59033,Ardeer,3,h,650000,28/10/2017,3022,Western Metropolitan,1281,12.8
59034,Armadale,2,u,622500,28/10/2017,3143,Southern Metropolitan,4836,6.3
59035,Armadale,4,h,6050000,28/10/2017,3143,Southern Metropolitan,4836,6.3
59036,Armadale,3,h,1800000,28/10/2017,3143,Southern Metropolitan,4836,6.3
59038,Armadale,3,u,1250000,28/10/2017,3143,Southern Metropolitan,4836,6.3
59039,Armadale,1,u,385000,28/10/2017,3143,Southern Metropolitan,4836,6.3
59040,Armadale,2,u,870000,28/10/2017,3143,Southern Metropolitan,4836,6.3
59041,Ascot Vale,4,h,1600000,28/10/2017,3032,Western Metropolitan,6567,4.3
59042,Ascot Vale,5,h,1788000,28/10/2017,3032,Western Metropolitan,6567,4.3
59043,Ascot Vale,2,t,551000,28/10/2017,3032,Western Metropolitan,6567,4.3
59045,Ashburton,3,h,1870000,28/10/2017,3147,Southern Metropolitan,3052,10.2
59046,Ashburton,3,h,1370000,28/10/2017,3147,Southern Metropolitan,3052,10.2
59047,Ashburton,3,h,1595000,28/10/2017,3147,Southern Metropolitan,3052,10.2
59048,Ashburton,3,h,1620000,28/10/2017,3147,Southern Metropolitan,3052,10.2
59050,Ashwood,5,h,2100000,28/10/2017,3147,Southern Metropolitan,2894,10.2
59051,Ashwood,3,u,770000,28/10/2017,3147,Southern Metropolitan,2894,10.2
59052,Ashwood,2,h,1167500,28/10/2017,3147,Southern Metropolitan,2894,10.2
59053,Ashwood,3,u,896000,28/10/2017,3147,Southern Metropolitan,2894,10.2
59055,Aspendale,2,h,762000,28/10/2017,3195,South-Eastern Metropolitan,2824,21.5
59056,Aspendale,3,h,950000,28/10/2017,3195,South-Eastern Metropolitan,2824,21.5
59057,Attwood,4,h,840000,28/10/2017,3049,Northern Metropolitan,1130,16.5
59058,Attwood,4,h,714000,28/10/2017,3049,Northern Metropolitan,1130,16.5
59059,Avondale Heights,3,h,865000,28/10/2017,3034,Western Metropolitan,4502,9.5
59060,Avondale Heights,2,h,780000,28/10/2017,3034,Western Metropolitan,4502,9.5
59061,Avondale Heights,3,h,801000,28/10/2017,3034,Western Metropolitan,4502,9.5
59062,Avondale Heights,3,h,702500,28/10/2017,3034,Western Metropolitan,4502,9.5
59063,Avondale Heights,4,h,900000,28/10/2017,3034,Western Metropolitan,4502,9.5
59064,Avondale Heights,3,u,757000,28/10/2017,3034,Western Metropolitan,4502,9.5
59065,Avondale Heights,3,u,450000,28/10/2017,3034,Western Metropolitan,4502,9.5
59066,Bacchus Marsh,2,h,545000,28/10/2017,3340,Western Victoria,2871,37.5
59067,Balaclava,3,t,1100000,28/10/2017,3183,Southern Metropolitan,2952,6.4
59068,Balaclava,4,h,2225000,28/10/2017,3183,Southern Metropolitan,2952,6.4
59069,Balaclava,2,u,639000,28/10/2017,3183,Southern Metropolitan,2952,6.4
59070,Balwyn,2,h,1008000,28/10/2017,3103,Southern Metropolitan,5682,7.9
59072,Balwyn,3,h,2400000,28/10/2017,3103,Southern Metropolitan,5682,7.9
59073,Balwyn,4,h,2005000,28/10/2017,3103,Southern Metropolitan,5682,7.9
59074,Balwyn,5,h,3320000,28/10/2017,3103,Southern Metropolitan,5682,7.9
59077,Balwyn,3,u,1060000,28/10/2017,3103,Southern Metropolitan,5682,7.9
59079,Balwyn,4,h,1900000,28/10/2017,3103,Southern Metropolitan,5682,7.9
59080,Balwyn,3,h,1840000,28/10/2017,3103,Southern Metropolitan,5682,7.9
59081,Balwyn,3,h,1560000,28/10/2017,3103,Southern Metropolitan,5682,7.9
59083,Balwyn North,4,h,2400000,28/10/2017,3104,Southern Metropolitan,7809,9.7
59084,Balwyn North,5,h,1683000,28/10/2017,3104,Southern Metropolitan,7809,9.7
59085,Balwyn North,4,h,1715000,28/10/2017,3104,Southern Metropolitan,7809,9.7
59087,Balwyn North,4,h,2080000,28/10/2017,3104,Southern Metropolitan,7809,9.7
59088,Balwyn North,2,h,1000000,28/10/2017,3104,Southern Metropolitan,7809,9.7
59089,Balwyn North,5,h,3225000,28/10/2017,3104,Southern Metropolitan,7809,9.7
59091,Balwyn North,3,u,1876000,28/10/2017,3104,Southern Metropolitan,7809,9.7
59092,Balwyn North,6,h,2900000,28/10/2017,3104,Southern Metropolitan,7809,9.7
59093,Balwyn North,4,t,1446000,28/10/2017,3104,Southern Metropolitan,7809,9.7
59094,Balwyn North,5,h,1730000,28/10/2017,3104,Southern Metropolitan,7809,9.7
59097,Beaumaris,4,h,1580000,28/10/2017,3193,Southern Metropolitan,5366,17.3
59099,Beaumaris,3,h,1500000,28/10/2017,3193,Southern Metropolitan,5366,17.3
59101,Bentleigh,3,h,1520000,28/10/2017,3204,Southern Metropolitan,6795,11.4
59102,Bentleigh,5,h,1800000,28/10/2017,3204,Southern Metropolitan,6795,11.4
59103,Bentleigh,4,t,1440000,28/10/2017,3204,Southern Metropolitan,6795,11.4
59105,Bentleigh,5,h,2478000,28/10/2017,3204,Southern Metropolitan,6795,11.4
59106,Bentleigh,4,h,1540000,28/10/2017,3204,Southern Metropolitan,6795,11.4
59108,Bentleigh,4,t,1470000,28/10/2017,3204,Southern Metropolitan,6795,11.4
59109,Bentleigh,2,u,505000,28/10/2017,3204,Southern Metropolitan,6795,11.4
59110,Bentleigh,2,h,1220000,28/10/2017,3204,Southern Metropolitan,6795,11.4
59111,Bentleigh,5,h,2050000,28/10/2017,3204,Southern Metropolitan,6795,11.4
59113,Bentleigh East,4,t,1345000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59114,Bentleigh East,5,h,1305000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59115,Bentleigh East,3,h,1700000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59116,Bentleigh East,4,h,1600000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59118,Bentleigh East,2,t,914000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59119,Bentleigh East,4,h,1660000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59120,Bentleigh East,4,h,1181000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59121,Bentleigh East,3,h,1831000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59122,Bentleigh East,2,u,748000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59123,Bentleigh East,5,h,2125000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59125,Bentleigh East,4,t,1230000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59126,Bentleigh East,3,t,1300000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59127,Bentleigh East,3,h,1350000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59128,Bentleigh East,3,h,1185000,28/10/2017,3165,Southern Metropolitan,10969,13.8
59129,Berwick,3,h,1100000,28/10/2017,3806,Eastern Victoria,17093,35.2
59131,Berwick,4,h,717000,28/10/2017,3806,Eastern Victoria,17093,35.2
59132,Berwick,2,h,426000,28/10/2017,3806,Eastern Victoria,17093,35.2
