,Date,Suburb,Postcode,Distance,Type,Rooms,Price
52685,26/05/2018,Dingley Village,3172,22.2,h,4,840000
52687,26/05/2018,Doncaster,3108,12.4,h,4,1350000
52688,26/05/2018,Doncaster,3108,12.4,t,4,1100000
52689,26/05/2018,Doncaster,3108,12.4,h,5,1700000
52690,26/05/2018,Doncaster,3108,12.4,h,4,1555000
52691,26/05/2018,Doncaster East,3109,14.3,h,4,1220000
52692,26/05/2018,Doncaster East,3109,14.3,h,4,1250000
52693,26/05/2018,Doncaster East,3109,14.3,h,3,1200000
52695,26/05/2018,Donvale,3111,16.1,h,4,1268000
52696,26/05/2018,Donvale,3111,16.1,h,3,1050000
52698,26/05/2018,Donvale,3111,16.1,h,3,800000
52700,26/05/2018,Doreen,3754,25.9,h,4,680000
52702,26/05/2018,Elsternwick,3185,7.2,h,4,2500000
52704,26/05/2018,Elsternwick,3185,7.2,h,3,2200000
52705,26/05/2018,Elsternwick,3185,7.2,h,4,2450000
52706,26/05/2018,Eltham,3095,18.0,h,4,860000
52707,26/05/2018,Eltham,3095,18.0,h,4,1030000
52708,26/05/2018,Eltham,3095,18.0,h,4,1020000
52710,26/05/2018,Eltham North,3095,18.0,h,4,1000000
52711,26/05/2018,Elwood,3184,7.2,h,4,3550000
52712,26/05/2018,Elwood,3184,7.2,h,3,1661000
52714,26/05/2018,Elwood,3184,7.2,h,3,1820000
52715,26/05/2018,Elwood,3184,7.2,h,3,1825000
52717,26/05/2018,Epping,3076,19.6,h,3,575000
52718,26/05/2018,Epping,3076,19.6,h,3,581000
52719,26/05/2018,Epping,3076,19.6,u,3,400000
52720,26/05/2018,Epping,3076,19.6,u,3,372000
52721,26/05/2018,Essendon,3040,7.5,t,3,970000
52722,26/05/2018,Essendon,3040,7.5,u,2,926500
52724,26/05/2018,Essendon,3040,7.5,h,2,1480000
52725,26/05/2018,Essendon North,3041,8.2,u,1,266000
52726,26/05/2018,Essendon West,3040,7.5,h,4,1120000
52727,26/05/2018,Fairfield,3078,5.7,h,2,1525000
52729,26/05/2018,Fairfield,3078,5.7,u,1,460000
52730,26/05/2018,Fairfield,3078,5.7,u,2,710000
52732,26/05/2018,Fairfield,3078,5.7,t,2,815000
52734,26/05/2018,Fawkner,3060,13.1,h,3,900000
52735,26/05/2018,Fawkner,3060,13.1,u,3,520000
52736,26/05/2018,Fitzroy,3065,2.1,u,2,616000
52737,26/05/2018,Fitzroy North,3068,3.6,h,3,980000
52738,26/05/2018,Fitzroy North,3068,3.6,u,3,860000
52739,26/05/2018,Fitzroy North,3068,3.6,h,3,1480000
52741,26/05/2018,Footscray,3011,5.1,t,3,652000
52742,26/05/2018,Footscray,3011,5.1,u,2,455000
52743,26/05/2018,Footscray,3011,5.1,h,3,950000
52744,26/05/2018,Forest Hill,3131,15.4,h,4,1007000
52745,26/05/2018,Forest Hill,3131,15.4,h,4,1465000
52747,26/05/2018,Frankston,3199,38.0,h,5,480000
52748,26/05/2018,Frankston,3199,38.0,h,3,485000
52749,26/05/2018,Frankston,3199,38.0,h,3,800000
52750,26/05/2018,Gardenvale,3185,7.2,h,4,2625000
52753,26/05/2018,Gladstone Park,3043,12.9,u,1,225000
52754,26/05/2018,Gladstone Park,3043,12.9,h,3,670000
52755,26/05/2018,Gladstone Park,3043,12.9,h,3,650888
52759,26/05/2018,Glen Iris,3146,7.3,h,4,2900000
52761,26/05/2018,Glen Iris,3146,7.3,h,3,1550000
52762,26/05/2018,Glen Iris,3146,7.3,u,2,475000
52763,26/05/2018,Glen Iris,3146,7.3,u,2,487500
52764,26/05/2018,Glen Iris,3146,7.3,h,5,2700000
52765,26/05/2018,Glen Waverley,3150,16.7,h,5,1700000
52766,26/05/2018,Glen Waverley,3150,16.7,t,4,972000
52767,26/05/2018,Glen Waverley,3150,16.7,h,4,1661000
52768,26/05/2018,Glen Waverley,3150,16.7,h,3,1220000
52769,26/05/2018,Glenroy,3046,11.2,t,2,529000
52770,26/05/2018,Glenroy,3046,11.2,h,3,686000
52771,26/05/2018,Glenroy,3046,11.2,h,3,801888
52772,26/05/2018,Glenroy,3046,11.2,u,2,564500
52773,26/05/2018,Gowanbrae,3043,12.9,h,4,820000
52774,26/05/2018,Gowanbrae,3043,12.9,h,4,720000
52775,26/05/2018,Gowanbrae,3043,12.9,h,3,600000
52776,26/05/2018,Greensborough,3088,16.1,h,4,970000
52777,26/05/2018,Greensborough,3088,16.1,h,4,920000
52778,26/05/2018,Greensborough,3088,16.1,h,3,860000
52779,26/05/2018,Greensborough,3088,16.1,h,4,820000
52780,26/05/2018,Greensborough,3088,16.1,u,3,700000
52781,26/05/2018,Greenvale,3059,20.4,h,4,805000
52783,26/05/2018,Greenvale,3059,20.4,h,4,850000
52784,26/05/2018,Greenvale,3059,20.4,h,4,637000
52785,26/05/2018,Hadfield,3046,11.2,t,3,580000
52786,26/05/2018,Hadfield,3046,11.2,h,3,775000
52788,26/05/2018,Hampton,3188,13.8,t,2,1230000
52791,26/05/2018,Hawthorn,3122,5.3,h,3,1835000
52792,26/05/2018,Hawthorn,3122,5.3,h,3,3835000
52794,26/05/2018,Hawthorn,3122,5.3,u,2,700000
52795,26/05/2018,Hawthorn,3122,5.3,u,2,549000
52796,26/05/2018,Hawthorn,3122,5.3,u,2,610000
52797,26/05/2018,Hawthorn,3122,5.3,t,2,759000
52798,26/05/2018,Hawthorn,3122,5.3,t,3,990000
52801,26/05/2018,Hawthorn,3122,5.3,h,5,3400000
52803,26/05/2018,Hawthorn East,3123,6.2,h,3,1650000
52806,26/05/2018,Heathmont,3135,21.3,h,3,690000
52807,26/05/2018,Heathmont,3135,21.3,h,3,746000
52810,26/05/2018,Heidelberg Heights,3081,8.8,h,3,700000
52811,26/05/2018,Heidelberg Heights,3081,8.8,t,2,655000
52812,26/05/2018,Heidelberg West,3081,8.8,h,3,800000
52814,26/05/2018,Highett,3190,16.0,h,3,1300000
52815,26/05/2018,Hillside,3037,18.0,h,3,600000
52817,26/05/2018,Hillside,3037,18.0,h,4,622000
52818,26/05/2018,Hoppers Crossing,3029,18.4,h,3,517500
52820,26/05/2018,Hoppers Crossing,3029,18.4,h,4,754500
52821,26/05/2018,Hoppers Crossing,3029,18.4,u,2,385000
52823,26/05/2018,Ivanhoe,3079,7.8,h,3,1590000
52824,26/05/2018,Ivanhoe,3079,7.8,h,4,2015000
52827,26/05/2018,Jacana,3047,14.0,h,2,410000
52828,26/05/2018,Kealba,3021,14.0,h,3,635000
52830,26/05/2018,Keilor Downs,3038,15.5,h,4,560000
52831,26/05/2018,Keilor Downs,3038,15.5,h,3,770000
52832,26/05/2018,Keilor East,3033,11.7,h,3,840000
52833,26/05/2018,Keilor East,3033,11.7,h,4,1080000
52834,26/05/2018,Keilor East,3033,11.7,h,5,1047000
52835,26/05/2018,Keilor East,3033,11.7,h,3,628000
52837,26/05/2018,Keilor Park,3042,10.4,h,3,680000
52838,26/05/2018,Kensington,3031,3.4,t,3,950000
52839,26/05/2018,Kensington,3031,3.4,u,2,480000
52840,26/05/2018,Kew,3101,5.4,h,4,2300000
52842,26/05/2018,Kew,3101,5.4,h,3,1025000
52843,26/05/2018,Kew,3101,5.4,h,4,1590000
52846,26/05/2018,Kew,3101,5.4,u,2,631000
52848,26/05/2018,Kew,3101,5.4,h,6,5600000
52849,26/05/2018,Kew,3101,5.4,h,3,1160000
52852,26/05/2018,Kew East,3102,7.3,u,2,640000
52853,26/05/2018,Kew East,3102,7.3,h,4,2250000
52854,26/05/2018,Keysborough,3173,25.2,h,3,611000
52855,26/05/2018,Kingsbury,3083,12.1,h,3,540200
52857,26/05/2018,Lalor,3075,16.3,h,3,640000
52858,26/05/2018,Lalor,3075,16.3,h,4,712000
52860,26/05/2018,Lilydale,3140,29.9,h,4,832000
52861,26/05/2018,Lower Plenty,3093,14.6,t,2,717500
52862,26/05/2018,MacLeod,3085,12.7,h,3,747000
52863,26/05/2018,Maidstone,3012,6.4,h,3,950000
52865,26/05/2018,Malvern East,3145,8.4,h,3,1300000
52866,26/05/2018,Malvern East,3145,8.4,h,4,3225000
52867,26/05/2018,Malvern East,3145,8.4,t,3,1600000
52869,26/05/2018,Manor Lakes,3024,27.2,h,3,467500
52870,26/05/2018,Maribyrnong,3032,4.3,h,3,841000
52871,26/05/2018,Maribyrnong,3032,4.3,h,2,766000
52872,26/05/2018,Maribyrnong,3032,4.3,h,3,1420000
52873,26/05/2018,Maribyrnong,3032,4.3,t,4,840000
52875,26/05/2018,McKinnon,3204,11.4,h,2,850000
52876,26/05/2018,Meadow Heights,3048,17.4,h,3,495000
52878,26/05/2018,Melbourne,3000,0.0,u,2,437500
52879,26/05/2018,Melton South,3338,29.8,h,3,390000
52880,26/05/2018,Mentone,3194,20.0,h,3,1435000
52882,26/05/2018,Mentone,3194,20.0,u,1,340000
52883,26/05/2018,Mentone,3194,20.0,h,3,750000
52884,26/05/2018,Mernda,3754,25.9,t,3,505000
52885,26/05/2018,Mernda,3754,25.9,h,4,620000
52886,26/05/2018,Mernda,3754,25.9,h,4,748000
52887,26/05/2018,Mill Park,3082,17.9,h,3,705000
52889,26/05/2018,Mill Park,3082,17.9,u,3,500000
52890,26/05/2018,Mill Park,3082,17.9,h,3,620000
52891,26/05/2018,Mill Park,3082,17.9,h,4,660000
52892,26/05/2018,Mill Park,3082,17.9,h,3,520000
52893,26/05/2018,Mill Park,3082,17.9,h,3,616000
52894,26/05/2018,Mill Park,3082,17.9,h,3,545500
52895,26/05/2018,Mitcham,3132,17.2,u,3,701000
52898,26/05/2018,Mont Albert,3127,10.2,u,2,730000
52899,26/05/2018,Montmorency,3094,16.2,h,3,985000
52900,26/05/2018,Moonee Ponds,3039,6.2,t,3,1120000
52901,26/05/2018,Moonee Ponds,3039,6.2,h,3,1056000
52902,26/05/2018,Moonee Ponds,3039,6.2,u,1,290000
52903,26/05/2018,Moonee Ponds,3039,6.2,u,2,614000
52904,26/05/2018,Moonee Ponds,3039,6.2,h,2,840000
52905,26/05/2018,Moorabbin,3189,14.3,h,3,1100000
52909,26/05/2018,Mordialloc,3195,21.5,h,3,1390000
52910,26/05/2018,Mount Waverley,3149,14.2,h,4,1350000
52912,26/05/2018,Mount Waverley,3149,14.2,t,2,720000
52913,26/05/2018,Mount Waverley,3149,14.2,h,6,2550000
52916,26/05/2018,Murrumbeena,3163,10.1,h,5,1440000
52917,26/05/2018,Murrumbeena,3163,10.1,h,3,1140000
52919,26/05/2018,Murrumbeena,3163,10.1,h,4,1605000
52920,26/05/2018,Newport,3015,6.2,h,3,990000
52921,26/05/2018,Newport,3015,6.2,h,3,1117000
52922,26/05/2018,Newport,3015,6.2,h,3,800000
52923,26/05/2018,Newport,3015,6.2,h,3,975000
52924,26/05/2018,Niddrie,3042,10.4,h,3,1200000
52926,26/05/2018,North Melbourne,3051,1.8,u,2,610000
52927,26/05/2018,Northcote,3070,5.3,h,4,1700000
52929,26/05/2018,Northcote,3070,5.3,h,4,1400000
52930,26/05/2018,Northcote,3070,5.3,h,3,1325000
52931,26/05/2018,Northcote,3070,5.3,h,3,1160000
52932,26/05/2018,Northcote,3070,5.3,t,2,770000
52933,26/05/2018,Northcote,3070,5.3,h,1,562000
52935,26/05/2018,Nunawading,3131,15.4,h,3,980000
52936,26/05/2018,Nunawading,3131,15.4,h,3,1000000
52937,26/05/2018,Nunawading,3131,15.4,h,3,1325000
52938,26/05/2018,Oak Park,3046,11.2,t,3,890000
52940,26/05/2018,Oakleigh,3166,12.3,h,3,1140000
52941,26/05/2018,Oakleigh East,3166,12.3,t,3,865000
52942,26/05/2018,Oakleigh East,3166,12.3,u,3,790000
52944,26/05/2018,Oakleigh South,3167,15.5,h,3,1160000
52945,26/05/2018,Oakleigh South,3167,15.5,h,3,960000
52946,26/05/2018,Ormond,3204,11.4,u,2,728000
52947,26/05/2018,Ormond,3204,11.4,u,2,558000
52948,26/05/2018,Parkdale,3195,21.5,h,4,1630000
52949,26/05/2018,Parkdale,3195,21.5,h,4,930000
52950,26/05/2018,Parkdale,3195,21.5,h,3,910000
52952,26/05/2018,Parkdale,3195,21.5,u,3,835000
52954,26/05/2018,Parkdale,3195,21.5,t,4,1275000
52955,26/05/2018,Pascoe Vale,3044,8.5,t,3,736000
52956,26/05/2018,Pascoe Vale,3044,8.5,h,2,1270000
52957,26/05/2018,Pascoe Vale,3044,8.5,h,3,1331000
52958,26/05/2018,Pascoe Vale,3044,8.5,u,2,435000
52960,26/05/2018,Pascoe Vale,3044,8.5,h,2,955000
52961,26/05/2018,Patterson Lakes,3197,31.2,h,2,625000
52962,26/05/2018,Point Cook,3030,14.7,h,4,680000
52964,26/05/2018,Point Cook,3030,14.7,h,4,723000
52966,26/05/2018,Point Cook,3030,14.7,t,3,515000
52967,26/05/2018,Point Cook,3030,14.7,h,4,570000
52968,26/05/2018,Point Cook,3030,14.7,h,4,650000
52969,26/05/2018,Point Cook,3030,14.7,h,4,850000
52971,26/05/2018,Port Melbourne,3207,3.5,h,3,1382500
52974,26/05/2018,Port Melbourne,3207,3.5,h,2,868000
52975,26/05/2018,Port Melbourne,3207,3.5,u,2,580000
52976,26/05/2018,Port Melbourne,3207,3.5,u,2,1400000
52978,26/05/2018,Port Melbourne,3207,3.5,t,3,937500
52979,26/05/2018,Prahran,3181,4.6,h,2,1865000
52980,26/05/2018,Prahran,3181,4.6,h,3,1922000
52981,26/05/2018,Prahran,3181,4.6,h,2,1100000
52982,26/05/2018,Prahran,3181,4.6,h,2,1330000
52983,26/05/2018,Preston,3072,8.4,h,3,870000
52984,26/05/2018,Preston,3072,8.4,t,3,850000
52985,26/05/2018,Preston,3072,8.4,h,3,968000
52986,26/05/2018,Preston,3072,8.4,h,2,610000
52987,26/05/2018,Preston,3072,8.4,u,3,571500
52988,26/05/2018,Preston,3072,8.4,h,3,932000
52989,26/05/2018,Preston,3072,8.4,h,2,865000
52990,26/05/2018,Reservoir,3073,12.0,h,5,620000
52991,26/05/2018,Reservoir,3073,12.0,h,2,528000
52992,26/05/2018,Reservoir,3073,12.0,u,2,525000
52993,26/05/2018,Reservoir,3073,12.0,u,2,665500
52994,26/05/2018,Reservoir,3073,12.0,t,2,595000
52995,26/05/2018,Reservoir,3073,12.0,h,2,670000
52996,26/05/2018,Reservoir,3073,12.0,h,5,920000
52997,26/05/2018,Reservoir,3073,12.0,u,3,830000
52998,26/05/2018,Reservoir,3073,12.0,t,2,661000
52999,26/05/2018,Reservoir,3073,12.0,h,3,700000
53001,26/05/2018,Richmond,3121,2.4,u,2,675000
53002,26/05/2018,Richmond,3121,2.4,u,2,855000
53004,26/05/2018,Richmond,3121,2.4,h,3,2075000
53005,26/05/2018,Richmond,3121,2.4,h,3,1100000
53008,26/05/2018,Richmond,3121,2.4,h,2,1200000
53009,26/05/2018,Ringwood,3134,19.9,t,3,630000
53010,26/05/2018,Ringwood East,3135,21.3,h,4,981000
53011,26/05/2018,Ringwood North,3134,19.9,h,3,840000
53012,26/05/2018,Rosanna,3084,8.9,h,3,910000
53014,26/05/2018,Roxburgh Park,3064,20.6,h,2,375000
53015,26/05/2018,Roxburgh Park,3064,20.6,h,4,530000
53016,26/05/2018,Roxburgh Park,3064,20.6,h,4,770000
53017,26/05/2018,Roxburgh Park,3064,20.6,h,3,536000
53018,26/05/2018,Sandringham,3191,15.2,h,3,1525000
53019,26/05/2018,Sandringham,3191,15.2,h,2,1220000
53020,26/05/2018,Sandringham,3191,15.2,h,4,2200000
53021,26/05/2018,Sandringham,3191,15.2,h,4,2888000
53023,26/05/2018,Seaford,3198,35.4,t,4,1128450
53025,26/05/2018,South Morang,3752,20.5,h,3,552000
53026,26/05/2018,South Morang,3752,20.5,h,3,724000
53028,26/05/2018,South Yarra,3141,2.7,u,2,1200000
53030,26/05/2018,Southbank,3006,0.7,u,3,815000
53031,26/05/2018,Spotswood,3015,6.2,t,3,790000
53033,26/05/2018,Springvale South,3172,22.2,h,3,725000
53034,26/05/2018,St Albans,3021,14.0,h,3,616000
53035,26/05/2018,St Albans,3021,14.0,h,4,690000
53036,26/05/2018,St Albans,3021,14.0,h,5,840000
53037,26/05/2018,St Helena,3088,16.1,h,4,800000
53039,26/05/2018,St Kilda,3182,5.0,u,1,420000
53040,26/05/2018,St Kilda,3182,5.0,u,2,640000
53041,26/05/2018,St Kilda,3182,5.0,h,5,4000000
53042,26/05/2018,St Kilda,3182,5.0,h,2,900000
53043,26/05/2018,Strathmore,3041,8.2,h,2,1670000
53044,26/05/2018,Sunbury,3429,31.7,h,4,430000
53045,26/05/2018,Sunbury,3429,31.7,h,3,566000
53046,26/05/2018,Sunbury,3429,31.7,h,4,520000
53047,26/05/2018,Sunbury,3429,31.7,h,3,535000
53048,26/05/2018,Sunbury,3429,31.7,h,4,480000
53049,26/05/2018,Sunbury,3429,31.7,h,4,655000
53051,26/05/2018,Sunshine,3020,10.5,h,3,683000
53053,26/05/2018,Sunshine West,3020,10.5,h,3,750000
53054,26/05/2018,Sunshine West,3020,10.5,h,3,560000
53055,26/05/2018,Sunshine West,3020,10.5,h,3,588000
53056,26/05/2018,Sunshine West,3020,10.5,h,3,600000
53057,26/05/2018,Sunshine West,3020,10.5,h,3,580000
53058,26/05/2018,Sunshine West,3020,10.5,h,2,605000
53059,26/05/2018,Sunshine West,3020,10.5,h,4,970000
53060,26/05/2018,Surrey Hills,3127,10.2,u,2,1039500
53062,26/05/2018,Surrey Hills,3127,10.2,h,4,1512000
53064,26/05/2018,Sydenham,3037,18.0,h,4,655000
53066,26/05/2018,Tarneit,3029,18.4,h,4,590000
53067,26/05/2018,Taylors Hill,3037,18.0,h,3,801000
53068,26/05/2018,Taylors Lakes,3038,15.5,h,4,1020000
53069,26/05/2018,Templestowe,3106,15.5,h,4,1300000
53070,26/05/2018,Templestowe,3106,15.5,h,4,1470000
53073,26/05/2018,Templestowe Lower,3107,12.4,h,4,1620000
53075,26/05/2018,Thornbury,3071,7.0,h,2,957000
53077,26/05/2018,Toorak,3142,4.1,h,4,2980000
53080,26/05/2018,Truganina,3029,18.4,h,4,1050000
53081,26/05/2018,Tullamarine,3043,12.9,h,3,660000
53083,26/05/2018,Tullamarine,3043,12.9,h,3,621000
53084,26/05/2018,Tullamarine,3043,12.9,t,2,610000
53085,26/05/2018,Tullamarine,3043,12.9,t,3,675000
53088,26/05/2018,Wantirna,3152,14.7,u,3,785000
53089,26/05/2018,Wantirna,3152,14.7,h,4,925000
53090,26/05/2018,Wantirna,3152,14.7,h,4,1003500
53091,26/05/2018,Wantirna South,3152,14.7,h,3,906000
53092,26/05/2018,Wantirna South,3152,14.7,h,4,720000
53093,26/05/2018,Wantirna South,3152,14.7,h,4,1238000
53094,26/05/2018,Wantirna South,3152,14.7,h,3,861000
53095,26/05/2018,Waterways,3195,21.5,h,5,1300000
53096,26/05/2018,Wattle Glen,3096,23.6,h,3,736000
53097,26/05/2018,Werribee,3030,14.7,h,4,535000
53098,26/05/2018,Werribee,3030,14.7,h,3,492000
53099,26/05/2018,Werribee,3030,14.7,h,3,530000
53101,26/05/2018,Werribee,3030,14.7,h,3,600000
53103,26/05/2018,West Footscray,3012,6.4,t,2,691000
53104,26/05/2018,West Footscray,3012,6.4,u,2,300000
53105,26/05/2018,West Melbourne,3003,3.1,u,2,550000
53106,26/05/2018,Wheelers Hill,3150,16.7,h,6,1115000
53107,26/05/2018,Whittlesea,3757,35.5,h,4,650000
53108,26/05/2018,Williamstown,3016,6.8,h,4,2300000
53109,26/05/2018,Williamstown,3016,6.8,h,3,1100000
53110,26/05/2018,Williamstown,3016,6.8,u,2,535000
53111,26/05/2018,Williamstown,3016,6.8,h,3,1355000
53113,26/05/2018,Windsor,3181,4.6,u,2,740000
53114,26/05/2018,Windsor,3181,4.6,h,3,1800000
53115,26/05/2018,Windsor,3181,4.6,h,3,1755000
53116,26/05/2018,Windsor,3181,4.6,u,2,620000
53117,26/05/2018,Wollert,3750,25.5,h,3,625000
53118,26/05/2018,Wyndham Vale,3024,27.2,h,3,266000
53119,26/05/2018,Wyndham Vale,3024,27.2,h,3,472000
53120,26/05/2018,Yallambie,3085,12.7,h,3,860000
53121,26/05/2018,Yarra Glen,3775,31.4,h,5,1750000
53122,26/05/2018,Yarraville,3013,6.3,h,4,1625000
53123,26/05/2018,Yarraville,3013,6.3,h,3,1041000
53124,26/05/2018,Yarraville,3013,6.3,t,2,760000
53126,26/07/2016,Abbotsford,3067,3.0,u,1,470000
53127,26/07/2016,Airport West,3042,10.4,u,2,474000
53128,26/07/2016,Airport West,3042,10.4,t,2,490000
53129,26/07/2016,Albert Park,3206,3.0,h,3,1532000
53130,26/07/2016,Albert Park,3206,3.0,h,3,3755000
53131,26/07/2016,Alphington,3078,5.7,h,3,1310000
53132,26/07/2016,Altona North,3025,9.4,h,4,840000
53133,26/07/2016,Altona North,3025,9.4,h,3,840000
53135,26/07/2016,Ascot Vale,3032,4.3,h,3,940000
53136,26/07/2016,Ascot Vale,3032,4.3,h,3,995000
53137,26/07/2016,Ascot Vale,3032,4.3,h,3,1050000
53138,26/07/2016,Ascot Vale,3032,4.3,h,3,786000
53140,26/07/2016,Attwood,3049,16.5,h,4,745000
53141,26/07/2016,Avondale Heights,3034,9.5,h,3,635000
53142,26/07/2016,Avondale Heights,3034,9.5,h,4,762000
53144,26/07/2016,Balwyn,3103,7.9,h,6,4600000
53145,26/07/2016,Bentleigh,3204,11.4,t,3,1200000
53146,26/07/2016,Bentleigh,3204,11.4,t,4,900000
53147,26/07/2016,Bentleigh,3204,11.4,t,4,1533000
53148,26/07/2016,Bentleigh,3204,11.4,h,4,1545000
53149,26/07/2016,Bentleigh,3204,11.4,h,4,1650000
53150,26/07/2016,Bentleigh,3204,11.4,t,2,670000
53151,26/07/2016,Bentleigh East,3165,13.8,h,4,900000
53152,26/07/2016,Bentleigh East,3165,13.8,t,3,860000
53153,26/07/2016,Bentleigh East,3165,13.8,t,3,1216000
53154,26/07/2016,Blackburn,3130,13.4,t,4,910000
53155,26/07/2016,Blackburn,3130,13.4,h,4,1217000
53156,26/07/2016,Blackburn,3130,13.4,u,2,670000
53157,26/07/2016,Blackburn North,3130,13.4,h,3,835000
53159,26/07/2016,Bonbeach,3196,27.0,t,2,588000
53160,26/07/2016,Box Hill,3128,10.9,u,2,737000
53161,26/07/2016,Braybrook,3019,8.6,h,4,550000
53162,26/07/2016,Brighton,3186,10.5,h,4,2640000
53163,26/07/2016,Brighton,3186,10.5,h,4,2900000
53164,26/07/2016,Brighton East,3187,10.3,u,2,692000
53165,26/07/2016,Brighton East,3187,10.3,t,4,1367000
53166,26/07/2016,Broadmeadows,3047,14.0,h,3,420000
53167,26/07/2016,Broadmeadows,3047,14.0,h,3,450000
53168,26/07/2016,Broadmeadows,3047,14.0,u,2,255000
53169,26/07/2016,Brunswick,3056,5.2,u,1,370000
53171,26/07/2016,Brunswick,3056,5.2,h,3,1170000
53173,26/07/2016,Brunswick West,3055,5.2,h,2,820000
53174,26/07/2016,Bulleen,3105,10.8,h,2,903000
53175,26/07/2016,Bundoora,3083,12.1,h,4,670000
53177,26/07/2016,Bundoora,3083,12.1,h,3,637000
53178,26/07/2016,Burwood East,3151,14.7,h,4,1580000
53183,26/07/2016,Canterbury,3126,8.4,h,3,1850000
53185,26/07/2016,Carnegie,3163,10.1,u,2,370000
53186,26/07/2016,Carnegie,3163,10.1,h,4,1880000
53187,26/07/2016,Carnegie,3163,10.1,h,2,896000
53188,26/07/2016,Carnegie,3163,10.1,t,4,1200000
53189,26/07/2016,Caroline Springs,3023,14.8,h,3,420000
53190,26/07/2016,Carrum Downs,3201,34.9,h,3,400000
53191,26/07/2016,Caulfield South,3162,8.7,h,2,1001000
53192,26/07/2016,Caulfield South,3162,8.7,u,2,665000
53193,26/07/2016,Caulfield South,3162,8.7,h,3,1330000
53195,26/07/2016,Cheltenham,3192,17.9,h,3,830000
53196,26/07/2016,Clayton,3168,16.7,u,2,510000
53198,26/07/2016,Clifton Hill,3068,3.6,h,3,1150000
53201,26/07/2016,Coburg,3058,6.7,h,4,1150000
53202,26/07/2016,Coburg North,3058,6.7,h,4,792000
53203,26/07/2016,Coburg North,3058,6.7,h,3,720000
53210,26/07/2016,Deer Park,3023,14.8,h,4,840000
53211,26/07/2016,Derrimut,3030,14.7,h,2,348000
53212,26/07/2016,Doncaster,3108,12.4,u,3,735000
53213,26/07/2016,Doncaster,3108,12.4,h,4,1520000
53215,26/07/2016,Doncaster East,3109,14.3,h,8,1270000
53216,26/07/2016,Donvale,3111,16.1,h,3,930000
53217,26/07/2016,Doveton,3177,28.8,h,3,425000
53218,26/07/2016,Eaglemont,3084,8.9,h,3,1601000
53219,26/07/2016,Eltham North,3095,18.0,h,4,1210000
53220,26/07/2016,Elwood,3184,7.2,u,2,875000
53221,26/07/2016,Elwood,3184,7.2,u,2,582500
53223,26/07/2016,Elwood,3184,7.2,u,2,570000
53225,26/07/2016,Epping,3076,19.6,h,2,340000
53227,26/07/2016,Essendon,3040,7.5,h,3,1330000
53228,26/07/2016,Essendon,3040,7.5,h,3,1625000
53229,26/07/2016,Essendon,3040,7.5,h,3,1150000
53230,26/07/2016,Fawkner,3060,13.1,u,3,470000
53231,26/07/2016,Fawkner,3060,13.1,h,4,700500
53232,26/07/2016,Ferntree Gully,3156,24.8,h,4,668000
53233,26/07/2016,Fitzroy,3065,2.1,u,2,715000
53235,26/07/2016,Fitzroy North,3068,3.6,h,3,1300000
53236,26/07/2016,Flemington,3031,3.4,u,2,350000
53239,26/07/2016,Footscray,3011,5.1,h,3,842500
53240,26/07/2016,Footscray,3011,5.1,h,3,980000
53242,26/07/2016,Frankston,3199,38.0,u,2,331000
53243,26/07/2016,Frankston,3199,38.0,h,3,411000
53244,26/07/2016,Frankston,3199,38.0,h,3,780000
53246,26/07/2016,Gisborne,3437,45.9,h,3,520000
53247,26/07/2016,Glen Huntly,3163,10.1,u,2,640000
53248,26/07/2016,Glen Iris,3146,7.3,h,2,1723000
53249,26/07/2016,Glen Iris,3146,7.3,u,2,529500
53250,26/07/2016,Glen Iris,3146,7.3,h,3,2800000
53253,26/07/2016,Glen Waverley,3150,16.7,t,3,1090000
53258,26/07/2016,Gowanbrae,3043,12.9,h,4,660000
53259,26/07/2016,Gowanbrae,3043,12.9,h,4,800000
53260,26/07/2016,Greensborough,3088,16.1,u,2,555000
53261,26/07/2016,Greensborough,3088,16.1,h,4,885000
53262,26/07/2016,Greensborough,3088,16.1,h,4,741000
53263,26/07/2016,Greenvale,3059,20.4,h,5,1075000
53264,26/07/2016,Greenvale,3059,20.4,h,4,520000
53265,26/07/2016,Hadfield,3046,11.2,h,4,650000
53266,26/07/2016,Hadfield,3046,11.2,t,2,468000
53267,26/07/2016,Hampton,3188,13.8,u,2,738000
53268,26/07/2016,Hampton,3188,13.8,t,3,1140000
53269,26/07/2016,Hampton,3188,13.8,t,3,1350000
53270,26/07/2016,Hampton East,3188,13.8,t,3,1270000
53271,26/07/2016,Hawthorn,3122,5.3,u,2,695000
53272,26/07/2016,Heidelberg Heights,3081,8.8,u,2,400000
53273,26/07/2016,Heidelberg West,3081,8.8,h,1,636000
53274,26/07/2016,Highett,3190,16.0,h,4,132500
53275,26/07/2016,Highett,3190,16.0,h,3,1275000
53276,26/07/2016,Highett,3190,16.0,u,2,746000
53277,26/07/2016,Hughesdale,3166,12.3,h,4,1167500
53278,26/07/2016,Hughesdale,3166,12.3,t,3,900000
53280,26/07/2016,Keilor Downs,3038,15.5,h,4,587000
53281,26/07/2016,Keilor East,3033,11.7,h,3,875000
53282,26/07/2016,Keilor Park,3042,10.4,h,3,685000
53283,26/07/2016,Kensington,3031,3.4,h,2,960000
53284,26/07/2016,Kensington,3031,3.4,t,2,773000
