,Date,Suburb,Postcode,Latitude,Longtitude,Distance,Type,Rooms,Bedroom,Bathroom,Car,Landsize,Price
31783,3/03/2018,Greensborough,3088,-37.68676,145.10485,16.1,h,4,4,2,2,777,950000
31784,3/03/2018,Greensborough,3088,-37.71139,145.09994,16.1,h,3,3,1,2,720,810000
31789,3/03/2018,Greensborough,3088,-37.71364,145.10738,16.1,h,4,4,2,2,665,890000
31790,3/03/2018,Greensborough,3088,-37.6945,145.12666,16.1,h,6,6,4,2,705,968000
31791,3/03/2018,Greensborough,3088,-37.71831,145.09551,16.1,h,3,3,2,2,674,755000
31792,3/03/2018,Greensborough,3088,-37.70173,145.09465,16.1,h,3,3,1,2,565,805000
31793,3/03/2018,Greenvale,3059,-37.62514,144.88173,20.4,t,3,3,2,2,200,516000
31794,3/03/2018,Greenvale,3059,-37.6607,144.9035,20.4,h,4,4,3,2,908,818000
31795,3/03/2018,Greenvale,3059,-37.6102,144.88673,20.4,h,4,4,2,2,448,640000
31796,3/03/2018,Greenvale,3059,-37.61666,144.88842,20.4,h,4,4,2,2,401,720000
31797,3/03/2018,Hadfield,3046,-37.70947,144.94664,11.2,h,4,4,2,1,583,787000
31798,3/03/2018,Hadfield,3046,-37.70783,144.94593,11.2,h,3,3,1,0,737,1060000
31799,3/03/2018,Hampton,3188,-37.9425,145.01472,13.8,h,4,4,2,2,816,1825000
31801,3/03/2018,Hampton,3188,-37.9352,145.00071,13.8,h,4,4,2,1,784,2450000
31802,3/03/2018,Hampton,3188,-37.93428,145.02357,13.8,t,2,2,1,2,277,700000
31810,3/03/2018,Hawthorn,3122,-37.82061,145.04254,5.3,h,3,3,1,0,234,1500000
31812,3/03/2018,Hawthorn,3122,-37.8268,145.03041,5.3,h,5,5,2,5,1671,5700000
31813,3/03/2018,Hawthorn,3122,-37.81529,145.02777,5.3,h,4,4,2,3,723,2350000
31818,3/03/2018,Hawthorn East,3123,-37.83453,145.04508,6.2,h,2,2,1,1,360,1570000
31820,3/03/2018,Heatherton,3202,-37.95313,145.08308,18.7,h,3,3,1,2,551,790000
31821,3/03/2018,Heathmont,3135,-37.83628,145.24784,21.3,h,4,4,2,3,866,1540000
31824,3/03/2018,Heathmont,3135,-37.83057,145.25398,21.3,h,3,3,2,2,768,1160000
31829,3/03/2018,Highett,3190,-37.95075,145.02513,16.0,t,4,4,2,3,339,1550000
31830,3/03/2018,Highett,3190,-37.94784,145.03048,16.0,t,4,4,2,4,324,1480000
31832,3/03/2018,Hillside,3037,-37.68369,144.74022,18.0,h,5,4,3,2,720,740000
31833,3/03/2018,Hoppers Crossing,3029,-37.85402,144.67333,18.4,h,3,3,2,2,571,620000
31834,3/03/2018,Hoppers Crossing,3029,-37.87616,144.69071,18.4,h,4,4,2,1,612,570000
31835,3/03/2018,Hoppers Crossing,3029,-37.88137,144.69321,18.4,h,3,3,1,6,709,691000
31836,3/03/2018,Hoppers Crossing,3029,-37.8664,144.71177,18.4,h,3,3,2,2,577,538000
31837,3/03/2018,Hoppers Crossing,3029,-37.8547,144.70532,18.4,h,5,5,2,2,700,645000
31839,3/03/2018,Hoppers Crossing,3029,-37.8787,144.68653,18.4,h,3,3,2,6,548,630000
31840,3/03/2018,Hoppers Crossing,3029,-37.88248,144.69335,18.4,h,3,3,1,0,537,531000
31841,3/03/2018,Hoppers Crossing,3029,-37.86782,144.6696,18.4,h,4,4,2,2,545,600500
31843,3/03/2018,Ivanhoe,3079,-37.76432,145.04201,7.8,h,4,4,2,0,650,1950000
31848,3/03/2018,Ivanhoe,3079,-37.77661,145.04659,7.8,h,4,4,3,3,640,2579500
31851,3/03/2018,Ivanhoe East,3079,-37.77663,145.05673,7.8,h,2,2,1,1,563,1490000
31852,3/03/2018,Ivanhoe East,3079,-37.77454,145.05212,7.8,h,4,4,2,2,605,1930000
31853,3/03/2018,Jacana,3047,-37.68209,144.9067,14.0,h,4,4,2,4,905,600000
31854,3/03/2018,Kealba,3021,-37.73152,144.82612,14.0,h,4,4,2,2,526,800000
31855,3/03/2018,Keilor,3036,-37.72104,144.8237,14.5,h,6,6,3,2,538,889000
31856,3/03/2018,Keilor East,3033,-37.74804,144.86747,11.7,h,3,3,1,2,536,1011000
31859,3/03/2018,Keilor East,3033,-37.73247,144.87241,11.7,h,4,4,2,3,648,1070000
31860,3/03/2018,Keilor East,3033,-37.74618,144.86078,11.7,h,3,3,1,2,561,780000
31861,3/03/2018,Kensington,3031,-37.79611,144.93305,3.4,h,3,3,2,0,146,1390000
31863,3/03/2018,Kew,3101,-37.80877,145.04594,5.4,h,4,4,2,1,715,2280000
31865,3/03/2018,Kew,3101,-37.80107,145.04345,5.4,h,4,4,2,2,439,2325000
31870,3/03/2018,Kew,3101,-37.81083,145.04567,5.4,h,4,4,3,2,369,2695000
31871,3/03/2018,Kew East,3102,-37.79666,145.04834,7.3,h,4,4,2,3,696,2120000
31872,3/03/2018,Kingsbury,3083,-37.71795,145.03203,12.1,h,3,3,1,1,550,725000
31875,3/03/2018,Kingsville,3012,-37.81086,144.87977,6.4,h,2,2,1,0,279,930000
31876,3/03/2018,Kurunjang,3337,-37.66008,144.59833,31.7,h,4,4,2,2,897,565000
31878,3/03/2018,Langwarrin,3910,-38.15689,145.18111,41.0,h,5,5,3,3,660,690000
31879,3/03/2018,Laverton,3028,-37.86419,144.76774,15.5,h,3,3,1,3,614,540000
31880,3/03/2018,Laverton,3028,-37.84859,144.7796,15.5,h,3,3,1,2,548,450000
31881,3/03/2018,Lower Plenty,3093,-37.72775,145.12034,14.6,h,3,3,2,1,417,857500
31882,3/03/2018,Lower Plenty,3093,-37.72773,145.12022,14.6,t,1,1,1,1,380,530000
31891,3/03/2018,Maidstone,3012,-37.78784,144.87843,6.4,h,3,3,1,1,332,818888
31894,3/03/2018,Malvern,3144,-37.86202,145.03635,5.9,h,4,4,2,2,786,3800000
31896,3/03/2018,Malvern East,3145,-37.87426,145.0891,8.4,t,4,4,3,2,328,1400000
31897,3/03/2018,Malvern East,3145,-37.88144,145.06105,8.4,h,5,5,2,3,650,2260000
31898,3/03/2018,Malvern East,3145,-37.88149,145.07765,8.4,h,4,4,3,2,316,1575000
31899,3/03/2018,Malvern East,3145,-37.86455,145.04132,8.4,h,2,2,1,1,293,1455000
31900,3/03/2018,Malvern East,3145,-37.88049,145.0509,8.4,h,4,4,3,4,778,3680000
31903,3/03/2018,Malvern East,3145,-37.88247,145.06167,8.4,h,4,4,2,3,659,2325000
31905,3/03/2018,Malvern East,3145,-37.87351,145.0454,8.4,h,6,6,4,3,833,4700000
31906,3/03/2018,Malvern East,3145,-37.87405,145.05067,8.4,t,2,2,1,1,71,700000
31907,3/03/2018,Malvern East,3145,-37.87709,145.056,8.4,h,4,4,3,3,569,2100000
31908,3/03/2018,Malvern East,3145,-37.88641,145.08775,8.4,h,3,3,1,1,837,1700000
31909,3/03/2018,Maribyrnong,3032,-37.77068,144.89197,4.3,h,4,4,3,4,180,1275000
31918,3/03/2018,Mentone,3194,-37.97644,145.05597,20.0,h,4,4,1,4,540,1270000
31919,3/03/2018,Mernda,3754,-37.59781,145.08542,25.9,h,3,3,2,2,376,606000
31920,3/03/2018,Mernda,3754,-37.59245,145.08937,25.9,h,3,3,2,1,336,540000
31921,3/03/2018,Mernda,3754,-37.59101,145.08283,25.9,h,3,3,2,2,448,641000
31923,3/03/2018,Middle Park,3206,-37.85154,144.96518,3.0,h,4,4,2,4,183,3150000
31925,3/03/2018,Mill Park,3082,-37.6543,145.07201,17.9,h,3,3,1,2,269,530500
31926,3/03/2018,Mill Park,3082,-37.65268,145.04237,17.9,h,4,4,2,2,750,775000
31927,3/03/2018,Mill Park,3082,-37.66387,145.03864,17.9,h,3,3,2,2,606,722000
31929,3/03/2018,Mill Park,3082,-37.67642,145.05668,17.9,h,3,3,1,1,529,615000
31931,3/03/2018,Mill Park,3082,-37.67129,145.07321,17.9,h,4,4,2,4,579,800000
31933,3/03/2018,Mont Albert,3127,-37.81631,145.10313,10.2,h,3,3,3,0,1126,2320000
31934,3/03/2018,Mont Albert,3127,-37.81968,145.10956,10.2,h,4,4,3,2,747,2550000
31942,3/03/2018,Moonee Ponds,3039,-37.75879,144.91783,6.2,h,3,3,1,2,355,1210000
31944,3/03/2018,Moonee Ponds,3039,-37.7707,144.93175,6.2,h,4,4,2,2,791,2025000
31946,3/03/2018,Moonee Ponds,3039,-37.76393,144.90839,6.2,h,3,3,2,2,246,1250000
31949,3/03/2018,Mooroolbark,3138,-37.77508,145.31013,26.5,h,3,3,1,2,399,620000
31951,3/03/2018,Mordialloc,3195,-37.98903,145.09622,21.5,h,5,5,3,2,533,1300000
31954,3/03/2018,Mount Waverley,3149,-37.86393,145.1367,14.2,h,3,3,1,1,728,1330000
31960,3/03/2018,Mulgrave,3170,-37.92854,145.17049,18.8,h,3,3,2,4,962,1280000
31962,3/03/2018,Mulgrave,3170,-37.92632,145.17978,18.8,h,3,3,2,2,652,880000
31963,3/03/2018,Murrumbeena,3163,-37.90033,145.07355,10.1,h,3,3,1,1,656,1405000
31967,3/03/2018,Newport,3015,-37.84905,144.8912,6.2,h,2,2,1,1,301,1110000
31968,3/03/2018,Newport,3015,-37.83864,144.87794,6.2,h,4,4,2,2,605,1465000
31969,3/03/2018,Newport,3015,-37.84034,144.88751,6.2,h,4,4,3,2,368,1500000
31971,3/03/2018,Newport,3015,-37.84525,144.87405,6.2,h,4,4,2,2,470,1420000
31975,3/03/2018,Niddrie,3042,-37.74035,144.88715,10.4,h,2,2,1,1,650,1275000
31982,3/03/2018,Northcote,3070,-37.778,144.99535,5.3,h,4,4,2,1,374,2450000
31983,3/03/2018,Northcote,3070,-37.77984,144.99786,5.3,h,3,3,2,1,276,1680000
31984,3/03/2018,Northcote,3070,-37.78398,145.01124,5.3,h,2,2,1,0,303,1235000
31992,3/03/2018,Nunawading,3131,-37.80966,145.18378,15.4,h,3,3,2,2,423,836000
31993,3/03/2018,Oakleigh,3166,-37.90114,145.10357,12.3,h,4,4,2,2,541,1546000
31994,3/03/2018,Oakleigh East,3166,-37.90039,145.11123,12.3,h,3,3,1,1,1125,1775000
31995,3/03/2018,Oakleigh East,3166,-37.89755,145.10169,12.3,h,4,4,2,2,581,1325000
31998,3/03/2018,Ormond,3204,-37.90077,145.04158,11.4,h,3,3,1,2,1009,2560000
32001,3/03/2018,Ormond,3204,-37.90416,145.02792,11.4,h,4,4,2,2,705,1900000
32004,3/03/2018,Parkdale,3195,-37.99705,145.08763,21.5,h,3,3,2,2,660,1370000
32005,3/03/2018,Parkdale,3195,-37.99154,145.08598,21.5,t,3,3,2,2,334,1180000
32007,3/03/2018,Pascoe Vale,3044,-37.7302,144.92928,8.5,t,4,4,2,1,158,810000
32010,3/03/2018,Pascoe Vale,3044,-37.72813,144.93689,8.5,h,3,3,1,2,627,850000
32011,3/03/2018,Pascoe Vale,3044,-37.72309,144.92728,8.5,h,3,3,1,4,632,1180000
32012,3/03/2018,Pascoe Vale,3044,-37.72521,144.93482,8.5,h,3,3,2,2,605,1170000
32018,3/03/2018,Point Cook,3030,-37.88767,144.72975,14.7,h,4,4,2,3,710,839000
32019,3/03/2018,Point Cook,3030,-37.90997,144.73585,14.7,h,4,4,2,2,498,715000
32020,3/03/2018,Point Cook,3030,-37.90601,144.73621,14.7,h,3,3,2,2,400,656500
32021,3/03/2018,Port Melbourne,3207,-37.83802,144.92442,3.5,h,3,3,2,2,337,1955000
32032,3/03/2018,Prahran,3181,-37.85391,145.00733,4.6,h,3,3,1,1,281,1646000
32036,3/03/2018,Prahran,3181,-37.85122,145.00514,4.6,h,3,3,2,0,279,2610000
32038,3/03/2018,Preston,3072,-37.74752,145.00087,8.4,h,3,3,2,1,447,1265000
32041,3/03/2018,Preston,3072,-37.73337,144.98739,8.4,h,3,3,2,2,334,933000
32043,3/03/2018,Preston,3072,-37.73227,144.99533,8.4,h,3,3,1,2,559,1060000
32044,3/03/2018,Preston,3072,-37.7443,145.01791,8.4,h,2,2,1,2,200,650000
32045,3/03/2018,Preston,3072,-37.74716,144.98946,8.4,h,2,2,1,1,479,1150000
32047,3/03/2018,Preston,3072,-37.73771,144.9881,8.4,t,3,3,2,2,192,860000
32048,3/03/2018,Preston,3072,-37.73048,144.98524,8.4,h,3,3,1,4,515,750000
32049,3/03/2018,Preston,3072,-37.73416,145.00395,8.4,h,3,3,1,1,517,950000
32050,3/03/2018,Preston,3072,-37.7449,144.9916,8.4,h,3,3,1,1,428,1015000
32051,3/03/2018,Preston,3072,-37.73677,145.02525,8.4,h,2,2,1,4,523,850000
32052,3/03/2018,Preston,3072,-37.73453,145.00235,8.4,h,3,3,1,2,455,950000
32055,3/03/2018,Reservoir,3073,-37.72366,145.02294,12.0,h,3,3,1,1,683,980000
32056,3/03/2018,Reservoir,3073,-37.72921,145.03573,12.0,h,3,3,1,1,643,840000
32059,3/03/2018,Reservoir,3073,-37.7022,145.02336,12.0,u,3,3,1,2,763,590000
32060,3/03/2018,Reservoir,3073,-37.72395,144.99749,12.0,h,3,3,2,2,289,990000
32061,3/03/2018,Reservoir,3073,-37.71916,144.9987,12.0,h,3,3,1,2,552,795000
32068,3/03/2018,Reservoir,3073,-37.72483,145.0195,12.0,h,2,2,2,3,838,1070000
32069,3/03/2018,Reservoir,3073,-37.72756,145.03447,12.0,h,3,3,1,2,609,610000
32075,3/03/2018,Richmond,3121,-37.81411,145.00321,2.4,h,3,3,2,2,344,1850000
32078,3/03/2018,Richmond,3121,-37.82388,145.00893,2.4,h,3,3,2,2,697,1180000
32083,3/03/2018,Riddells Creek,3431,-37.46353,144.68045,47.4,h,3,3,2,3,1184,625000
32088,3/03/2018,Ringwood East,3135,-37.82453,145.26356,21.3,h,3,3,2,1,876,902000
32091,3/03/2018,Ringwood North,3134,-37.79739,145.22125,19.9,h,4,4,2,2,671,980000
32093,3/03/2018,Rosanna,3084,-37.73292,145.06549,8.9,h,3,3,2,2,802,1040000
32095,3/03/2018,Rosanna,3084,-37.73589,145.06164,8.9,h,3,3,1,2,536,1000000
32097,3/03/2018,Rosanna,3084,-37.74679,145.07033,8.9,h,3,3,1,2,668,1000000
32100,3/03/2018,Rosanna,3084,-37.73901,145.07582,8.9,h,4,4,2,1,630,1400000
32101,3/03/2018,Rowville,3178,-37.93416,145.21988,23.5,h,5,5,2,3,665,933000
32103,3/03/2018,Roxburgh Park,3064,-37.61475,144.92147,20.6,h,4,4,2,2,576,600000
32106,3/03/2018,Sandringham,3191,-37.95003,145.01033,15.2,h,3,3,2,2,520,1755000
32108,3/03/2018,Scoresby,3179,-37.89236,145.22896,22.2,h,4,4,2,4,781,952000
32112,3/03/2018,Seddon,3011,-37.80543,144.89691,5.1,h,2,2,1,1,223,1067000
32114,3/03/2018,South Melbourne,3205,-37.83296,144.96559,1.9,h,3,3,2,1,513,1365000
32115,3/03/2018,South Melbourne,3205,-37.83913,144.9482,1.9,h,2,2,1,0,130,1450000
32116,3/03/2018,South Melbourne,3205,-37.83675,144.96435,1.9,h,4,4,2,2,127,1880000
32117,3/03/2018,South Morang,3752,-37.62432,145.09449,20.5,h,4,4,2,2,541,710000
32118,3/03/2018,South Morang,3752,-37.65766,145.09505,20.5,h,4,4,2,2,652,730000
32119,3/03/2018,South Morang,3752,-37.62387,145.06598,20.5,h,5,5,3,3,557,920000
32122,3/03/2018,South Yarra,3141,-37.84163,144.99792,2.7,h,4,4,2,2,237,2910000
32133,3/03/2018,St Albans,3021,-37.75526,144.80643,14.0,h,3,3,1,1,766,808000
32135,3/03/2018,St Albans,3021,-37.75158,144.82124,14.0,h,3,3,2,2,628,580000
32137,3/03/2018,St Helena,3088,-37.69507,145.13007,16.1,h,4,4,2,2,767,933000
32147,3/03/2018,Strathmore,3041,-37.73819,144.91532,8.2,h,2,2,2,2,609,1550000
32148,3/03/2018,Strathmore,3041,-37.73765,144.91576,8.2,h,3,3,2,2,607,1500000
32149,3/03/2018,Strathmore,3041,-37.71835,144.90293,8.2,h,4,4,2,2,532,1200000
32150,3/03/2018,Strathmore,3041,-37.72954,144.91955,8.2,h,3,3,1,2,824,1550000
32151,3/03/2018,Sunbury,3429,-37.5924,144.70809,31.7,h,3,3,2,1,402,475000
32152,3/03/2018,Sunbury,3429,-37.58254,144.71017,31.7,h,3,3,1,3,649,469000
32153,3/03/2018,Sunbury,3429,-37.56889,144.72368,31.7,h,3,3,2,2,688,391000
32154,3/03/2018,Sunbury,3429,-37.57998,144.71054,31.7,h,4,4,1,1,465,456000
32155,3/03/2018,Sunbury,3429,-37.59753,144.70865,31.7,h,4,4,2,2,272,534000
32156,3/03/2018,Sunbury,3429,-37.59531,144.72317,31.7,h,4,4,2,2,630,725000
32157,3/03/2018,Sunshine,3020,-37.77936,144.8422,10.5,h,4,4,2,2,707,950000
32159,3/03/2018,Sunshine,3020,-37.7814,144.83568,10.5,h,3,3,1,0,615,1050000
32161,3/03/2018,Sunshine,3020,-37.79017,144.83713,10.5,h,3,3,1,1,441,856000
32162,3/03/2018,Sunshine,3020,-37.78662,144.8261,10.5,t,3,3,2,1,339,670000
32163,3/03/2018,Sunshine North,3020,-37.77864,144.84572,10.5,h,3,3,1,2,624,821000
32164,3/03/2018,Sunshine North,3020,-37.77388,144.83246,10.5,h,4,4,1,1,562,786000
32165,3/03/2018,Sunshine North,3020,-37.77426,144.83497,10.5,h,3,3,1,2,575,870500
32167,3/03/2018,Sunshine West,3020,-37.79099,144.79157,10.5,h,3,3,1,1,571,600000
32169,3/03/2018,Sunshine West,3020,-37.79644,144.81212,10.5,h,3,3,1,2,557,690000
32170,3/03/2018,Sunshine West,3020,-37.79649,144.80008,10.5,h,3,3,2,2,585,770000
32175,3/03/2018,Surrey Hills,3127,-37.82317,145.08858,10.2,h,5,5,2,2,681,2600000
32177,3/03/2018,Taylors Lakes,3038,-37.70504,144.80535,15.5,h,4,4,2,2,652,742000
32178,3/03/2018,Taylors Lakes,3038,-37.68767,144.7703,15.5,h,4,4,3,2,700,1136000
32179,3/03/2018,Templestowe,3106,-37.76815,145.14107,15.5,h,5,5,3,2,811,2008000
32180,3/03/2018,Templestowe,3106,-37.75785,145.13593,15.5,h,4,4,2,2,680,1050000
32181,3/03/2018,Templestowe,3106,-37.76397,145.15773,15.5,h,4,4,2,2,877,1510000
32182,3/03/2018,Templestowe,3106,-37.76073,145.16339,15.5,h,4,4,2,2,309,1255000
32183,3/03/2018,Templestowe,3106,-37.77239,145.15869,15.5,h,4,4,2,2,845,1475000
32184,3/03/2018,Templestowe,3106,-37.77115,145.15826,15.5,h,5,5,3,4,831,2102000
32185,3/03/2018,Templestowe Lower,3107,-37.76562,145.11944,12.4,h,4,4,3,2,463,1250000
32186,3/03/2018,Templestowe Lower,3107,-37.76719,145.10341,12.4,h,3,3,1,3,921,1300000
32187,3/03/2018,Templestowe Lower,3107,-37.75748,145.09691,12.4,h,3,3,2,2,655,1155000
32188,3/03/2018,Templestowe Lower,3107,-37.75689,145.09952,12.4,h,3,3,1,4,648,1080000
32189,3/03/2018,Templestowe Lower,3107,-37.77005,145.10209,12.4,h,4,4,2,2,723,1265000
32193,3/03/2018,Thomastown,3074,-37.68168,145.00114,15.3,h,3,3,1,1,531,640500
32200,3/03/2018,Thornbury,3071,-37.75784,145.01602,7.0,h,3,3,2,2,469,1430000
32201,3/03/2018,Thornbury,3071,-37.75155,144.99169,7.0,h,3,3,1,1,366,990000
32202,3/03/2018,Thornbury,3071,-37.76026,145.01602,7.0,h,3,3,1,1,471,1140000
32203,3/03/2018,Thornbury,3071,-37.75898,145.01642,7.0,h,3,3,2,2,350,1405000
32204,3/03/2018,Thornbury,3071,-37.75949,145.02395,7.0,h,3,3,1,2,455,1192000
32217,3/03/2018,Vermont South,3133,-37.84877,145.18236,17.2,h,4,4,2,2,837,1305000
32220,3/03/2018,Wandin North,3139,-37.77,145.4147,35.2,h,4,4,2,2,40500,1150000
32221,3/03/2018,Wantirna,3152,-37.85796,145.23855,14.7,h,5,5,2,1,531,880000
32222,3/03/2018,Wantirna,3152,-37.84972,145.23531,14.7,h,4,4,2,2,625,1008000
32223,3/03/2018,Wantirna South,3152,-37.88317,145.23352,14.7,t,3,3,2,1,222,735000
32224,3/03/2018,Warrandyte,3113,-37.74681,145.19746,21.1,h,4,4,3,2,1567,1231000
32225,3/03/2018,Watsonia,3087,-37.71723,145.08844,14.5,h,4,4,1,2,523,750000
32226,3/03/2018,Watsonia,3087,-37.71245,145.08915,14.5,h,2,2,1,2,564,740000
32227,3/03/2018,Watsonia North,3087,-37.69697,145.09058,14.5,h,4,4,2,2,663,952000
32228,3/03/2018,Werribee,3030,-37.87267,144.65637,14.7,h,3,3,2,2,387,500000
32229,3/03/2018,Werribee,3030,-37.88596,144.65964,14.7,h,3,3,1,1,533,470000
32231,3/03/2018,Werribee,3030,-37.90315,144.67115,14.7,h,3,3,1,2,531,545000
32232,3/03/2018,Werribee,3030,-37.88507,144.67787,14.7,h,3,3,1,2,543,454000
32233,3/03/2018,Werribee,3030,-37.88406,144.65682,14.7,h,3,3,1,6,757,470000
32234,3/03/2018,West Footscray,3012,-37.7975,144.87955,6.4,h,2,2,1,2,356,1000000
32235,3/03/2018,West Footscray,3012,-37.80726,144.87576,6.4,h,3,4,2,2,364,910000
32237,3/03/2018,West Footscray,3012,-37.79006,144.86804,6.4,h,3,3,1,4,408,1020000
32238,3/03/2018,Westmeadows,3049,-37.67568,144.897,16.5,h,4,4,2,4,1273,1100000
32239,3/03/2018,Wheelers Hill,3150,-37.90532,145.19323,16.7,h,5,5,5,2,644,2100000
32242,3/03/2018,Wheelers Hill,3150,-37.92029,145.17683,16.7,h,3,3,1,2,766,850000
32243,3/03/2018,Wheelers Hill,3150,-37.9012,145.17872,16.7,h,4,4,2,4,650,1200000
32244,3/03/2018,Williamstown,3016,-37.86045,144.89185,6.8,h,3,3,1,0,256,1290000
32245,3/03/2018,Williamstown,3016,-37.86605,144.88686,6.8,h,5,5,2,1,655,2720000
32246,3/03/2018,Williamstown,3016,-37.86217,144.89765,6.8,h,3,3,2,0,313,1295000
32247,3/03/2018,Williamstown,3016,-37.85149,144.88893,6.8,h,2,2,1,1,294,980000
32248,3/03/2018,Williamstown,3016,-37.86157,144.8926,6.8,h,3,3,2,1,269,1075000
32249,3/03/2018,Williamstown,3016,-37.86341,144.87786,6.8,h,4,4,2,2,462,2400000
32253,3/03/2018,Windsor,3181,-37.85688,144.99854,4.6,h,4,4,2,2,1806,1350000
32257,3/03/2018,Wollert,3750,-37.61722,145.00067,25.5,h,4,4,3,2,476,745000
32258,3/03/2018,Wollert,3750,-37.61426,145.01891,25.5,h,4,4,3,2,612,850000
32259,3/03/2018,Wollert,3750,-37.6145,145.02108,25.5,h,4,4,2,2,400,600000
32260,3/03/2018,Wyndham Vale,3024,-37.88649,144.62864,27.2,h,3,3,1,4,562,455000
32262,3/03/2018,Yallambie,3085,-37.73126,145.08248,12.7,h,4,4,1,2,652,816000
32263,3/03/2018,Yarraville,3013,-37.81612,144.87846,6.3,h,4,4,3,2,560,2185000
32264,3/03/2018,Yarraville,3013,-37.81968,144.89355,6.3,h,4,4,1,3,515,1850000
32267,10/03/2018,Alphington,3078,-37.77984,145.02149,5.7,h,4,4,2,1,471,1575000
32268,10/03/2018,Altona,3018,-37.85424,144.81874,11.0,h,3,3,2,2,267,740000
32269,10/03/2018,Altona Meadows,3028,-37.87774,144.77313,15.5,h,4,4,2,2,503,761000
32272,10/03/2018,Balwyn North,3104,-37.79403,145.06742,9.7,h,3,3,2,2,863,2315000
32276,10/03/2018,Berwick,3806,-38.07214,145.34383,35.2,h,4,4,2,2,652,780000
32278,10/03/2018,Blackburn North,3130,-37.81,145.16294,13.4,h,3,3,1,1,653,1150000
32284,10/03/2018,Brighton,3186,-37.9053,144.99382,10.5,t,3,3,2,2,370,1900000
32285,10/03/2018,Broadmeadows,3047,-37.69336,144.92303,14.0,h,3,3,1,2,880,650000
32286,10/03/2018,Broadmeadows,3047,-37.69193,144.92779,14.0,h,3,3,1,4,632,698000
32287,10/03/2018,Brunswick,3056,-37.76699,144.96641,5.2,h,4,4,2,0,243,1320000
32292,10/03/2018,Bulleen,3105,-37.76966,145.09116,10.8,h,4,4,2,1,603,1158000
32298,10/03/2018,Burwood East,3151,-37.85595,145.14235,14.7,h,3,3,2,2,680,1250000
32305,10/03/2018,Coburg,3058,-37.75142,144.97404,6.7,h,3,3,1,2,481,975000
32306,10/03/2018,Coburg North,3058,-37.73394,144.96666,6.7,t,3,3,2,2,220,850000
32307,10/03/2018,Craigieburn,3064,-37.6009,144.90096,20.6,h,4,4,2,2,448,660000
32308,10/03/2018,Craigieburn,3064,-37.57286,144.90412,20.6,h,3,3,2,1,266,455000
32309,10/03/2018,Craigieburn,3064,-37.60894,144.92786,20.6,h,4,4,2,4,731,583000
32310,10/03/2018,Craigieburn,3064,-37.578,144.93654,20.6,h,4,4,2,2,584,613500
32311,10/03/2018,Craigieburn,3064,-37.59385,144.89137,20.6,h,4,4,2,2,512,740000
32312,10/03/2018,Craigieburn,3064,-37.60349,144.92827,20.6,h,4,4,2,2,694,650000
32314,10/03/2018,Craigieburn,3064,-37.58047,144.90524,20.6,h,4,4,2,2,502,700000
32315,10/03/2018,Craigieburn,3064,-37.60661,144.92949,20.6,h,3,3,2,2,653,562500
32316,10/03/2018,Dallas,3047,-37.66673,144.93988,14.0,h,3,3,2,6,588,510000
32317,10/03/2018,Dallas,3047,-37.66698,144.94497,14.0,h,3,3,2,5,578,520000
32318,10/03/2018,Dandenong North,3175,-37.94526,145.19999,24.7,h,3,3,2,2,551,642500
32319,10/03/2018,Doncaster,3108,-37.78983,145.1262,12.4,h,5,5,4,1,981,2250000
32321,10/03/2018,Doncaster East,3109,-37.79751,145.14706,14.3,h,5,5,3,2,653,1200000
32322,10/03/2018,Eltham,3095,-37.70693,145.1477,18.0,h,4,4,2,1,424,1230000
32323,10/03/2018,Epping,3076,-37.62477,145.01424,19.6,h,3,3,2,2,435,622000
32324,10/03/2018,Epping,3076,-37.6287,145.00557,19.6,h,3,3,2,2,360,592000
32326,10/03/2018,Epping,3076,-37.64249,145.05521,19.6,h,3,3,1,2,545,589500
32332,10/03/2018,Gladstone Park,3043,-37.69758,144.88911,12.9,h,3,3,2,2,552,619500
32335,10/03/2018,Glen Waverley,3150,-37.86206,145.16452,16.7,h,3,4,2,2,646,1075000
32336,10/03/2018,Glen Waverley,3150,-37.89524,145.1587,16.7,h,5,5,3,2,895,815000
32337,10/03/2018,Glenroy,3046,-37.71283,144.91446,11.2,h,4,4,2,2,600,876500
32338,10/03/2018,Glenroy,3046,-37.69805,144.92765,11.2,h,3,3,1,6,669,680000
32339,10/03/2018,Glenroy,3046,-37.69824,144.92347,11.2,h,3,3,1,2,650,777777
32340,10/03/2018,Glenroy,3046,-37.71059,144.91028,11.2,t,4,4,3,2,1266,905000
32341,10/03/2018,Greenvale,3059,-37.62097,144.87569,20.4,h,4,4,2,4,448,675000
32343,10/03/2018,Heidelberg,3084,-37.75791,145.07229,8.9,u,3,3,1,1,809,588000
32345,10/03/2018,Hoppers Crossing,3029,-37.86608,144.68721,18.4,h,3,3,2,1,410,428000
32346,10/03/2018,Keilor Downs,3038,-37.71354,144.7927,15.5,h,4,4,2,2,743,760000
32347,10/03/2018,Keilor East,3033,-37.73562,144.86741,11.7,h,3,3,1,2,169,616000
32348,10/03/2018,Keilor East,3033,-37.74317,144.86868,11.7,h,3,3,1,2,649,950000
32349,10/03/2018,Keilor East,3033,-37.74794,144.87634,11.7,h,4,4,2,2,545,1000000
32351,10/03/2018,Kensington,3031,-37.79399,144.93212,3.4,h,3,3,1,0,170,1122500
